site,st,ed,dtH,Obs,DEHM_noBD,DEHM_BD
SE0014R,2021-01-01 00:00:00,2021-01-02 00:00:00,24.0,0.063,0.04611934633454303,0.048974566680621286
SE0014R,2021-01-02 00:00:00,2021-01-03 00:00:00,24.0,0.059,0.06272754607597358,0.06630320421785109
SE0014R,2021-01-04 00:00:00,2021-01-05 00:00:00,24.0,0.047,0.0061819593863840375,0.006992597768683838
SE0014R,2021-01-05 00:00:00,2021-01-06 00:00:00,24.0,0.04,0.01128186767653555,0.012211689055301171
SE0014R,2021-01-06 00:00:00,2021-01-07 00:00:00,24.0,0.048,0.028475078401230203,0.029420408572964293
SE0014R,2021-01-07 00:00:00,2021-01-08 00:00:00,24.0,0.066,0.033309860813133335,0.0347491781497746
SE0014R,2021-01-08 00:00:00,2021-01-09 00:00:00,24.0,0.056,0.025070111266188255,0.02721999870860942
SE0014R,2021-01-10 00:00:00,2021-01-11 00:00:00,24.0,0.072,0.03258843534622335,0.03585108026627445
SE0014R,2021-01-11 00:00:00,2021-01-12 00:00:00,24.0,0.049,0.020605594943454413,0.022010727417608646
SE0014R,2021-01-12 00:00:00,2021-01-13 00:00:00,24.0,0.034,0.0325553727807849,0.03261748039752238
SE0014R,2021-01-13 00:00:00,2021-01-14 00:00:00,24.0,0.032,0.03288684530135703,0.033399523402168334
SE0014R,2021-01-14 00:00:00,2021-01-15 00:00:00,24.0,0.037,0.02933930284305468,0.030619467421183294
SE0014R,2021-01-15 00:00:00,2021-01-16 00:00:00,24.0,0.054,0.014085178631339144,0.015814406895609496
SE0014R,2021-01-16 00:00:00,2021-01-17 00:00:00,24.0,0.075,0.008768274990438878,0.009504568079905509
SE0014R,2021-01-17 00:00:00,2021-01-18 00:00:00,24.0,0.075,0.017258049947735762,0.020212094385032468
SE0014R,2021-01-19 00:00:00,2021-01-20 00:00:00,24.0,0.11,0.0722524916671216,0.0764401925069093
SE0014R,2021-01-20 00:00:00,2021-01-21 00:00:00,24.0,0.1,0.0564822314240969,0.060545523629318844
SE0014R,2021-01-21 00:00:00,2021-01-22 00:00:00,24.0,0.08,0.0518587143896147,0.0610984763566404
SE0014R,2021-01-22 00:00:00,2021-01-23 00:00:00,24.0,0.059,0.04734120006956153,0.05237143250999965
SE0014R,2021-01-23 00:00:00,2021-01-24 00:00:00,24.0,0.051,0.04007840273924165,0.0436886561571061
SE0014R,2021-01-24 00:00:00,2021-01-25 00:00:00,24.0,0.09,0.02163483847478397,0.024838896626084978
SE0014R,2021-01-25 00:00:00,2021-01-26 00:00:00,24.0,0.19,0.014538136827237834,0.01650620920212932
SE0014R,2021-02-01 00:00:00,2021-02-02 00:00:00,24.0,0.13,0.023947253161147163,0.028029571900572554
SE0014R,2021-02-02 00:00:00,2021-02-03 00:00:00,24.0,0.074,0.029291959238680946,0.034037780807879676
SE0014R,2021-02-03 00:00:00,2021-02-04 00:00:00,24.0,0.051,0.009538843671069405,0.009997093184115291
SE0014R,2021-02-04 00:00:00,2021-02-05 00:00:00,24.0,0.044,0.0057517161186830335,0.006140076831397525
SE0014R,2021-02-05 00:00:00,2021-02-06 00:00:00,24.0,0.039,0.005999015578171159,0.006345508349141954
SE0014R,2021-02-06 00:00:00,2021-02-07 00:00:00,24.0,0.037,0.009011087637822992,0.009403831581214838
SE0014R,2021-02-07 00:00:00,2021-02-08 00:00:00,24.0,0.026,0.006691709683723668,0.00714009740957982
SE0014R,2021-02-08 00:00:00,2021-02-09 00:00:00,24.0,0.048,0.007368609232618384,0.007863935810541659
SE0014R,2021-02-09 00:00:00,2021-02-10 00:00:00,24.0,0.039,0.010022105716811414,0.010495691229859286
SE0014R,2021-02-10 00:00:00,2021-02-11 00:00:00,24.0,0.034,0.010735154723352666,0.011775893089016817
SE0014R,2021-02-11 00:00:00,2021-02-12 00:00:00,24.0,0.03,0.005877190104676341,0.006322895069280555
SE0014R,2021-02-12 00:00:00,2021-02-13 00:00:00,24.0,0.058,0.0058928057354082535,0.006260219285059637
SE0014R,2021-02-13 00:00:00,2021-02-14 00:00:00,24.0,0.077,0.03480708967164151,0.03571101867392185
SE0014R,2021-02-14 00:00:00,2021-02-15 00:00:00,24.0,0.11,0.026920596422236338,0.02965098372835659
SE0014R,2021-02-15 00:00:00,2021-02-16 00:00:00,24.0,0.084,0.032294909056294625,0.035177564005274255
SE0014R,2021-02-16 00:00:00,2021-02-17 00:00:00,24.0,0.22,0.047675941549539504,0.04949197470841921
SE0014R,2021-02-17 00:00:00,2021-02-18 00:00:00,24.0,0.11,0.059326305893175245,0.059976608177982206
SE0014R,2021-02-18 00:00:00,2021-02-19 00:00:00,24.0,0.17,0.07730808289356524,0.07845502187378696
SE0014R,2021-02-19 00:00:00,2021-02-20 00:00:00,24.0,0.14,0.08314728590805077,0.08754883795583614
SE0014R,2021-02-20 00:00:00,2021-02-21 00:00:00,24.0,0.11,0.13849367682218547,0.14253352625615887
SE0014R,2021-02-21 00:00:00,2021-02-22 00:00:00,24.0,0.084,0.13344774414379143,0.1583561104232817
SE0014R,2021-02-23 00:00:00,2021-02-24 00:00:00,24.0,0.47,0.13217731861311935,0.1463707078242674
SE0014R,2021-02-24 00:00:00,2021-02-25 00:00:00,24.0,0.21,0.09079714003559196,0.11219898390825832
SE0014R,2021-02-25 00:00:00,2021-02-26 00:00:00,24.0,0.048,0.07193417547207319,0.08759656913332636
SE0014R,2021-02-26 00:00:00,2021-02-27 00:00:00,24.0,0.058,0.03747641695793712,0.03755480124177404
SE0014R,2021-02-27 00:00:00,2021-02-28 00:00:00,24.0,0.044,0.07503274501893663,0.07733652270346873
SE0014R,2021-02-28 00:00:00,2021-03-01 00:00:00,24.0,0.047,0.06993618138939135,0.07303647580519311
SE0014R,2021-03-01 00:00:00,2021-03-02 00:00:00,24.0,0.056,0.05867805296033615,0.0603339650665223
SE0014R,2021-03-02 00:00:00,2021-03-03 00:00:00,24.0,0.034,0.0654826474824547,0.06739328824818129
SE0014R,2021-03-03 00:00:00,2021-03-04 00:00:00,24.0,0.074,0.056044235808066965,0.05768272266928101
SE0014R,2021-03-04 00:00:00,2021-03-05 00:00:00,24.0,0.058,0.028274331474900185,0.030036133163701666
SE0014R,2021-03-05 00:00:00,2021-03-06 00:00:00,24.0,0.043,0.06019459932917722,0.06235061775187023
SE0014R,2021-03-06 00:00:00,2021-03-07 00:00:00,24.0,0.053,0.044540355715081005,0.04471730418153099
SE0014R,2021-03-07 00:00:00,2021-03-08 00:00:00,24.0,0.017,0.038786338286809545,0.04041994842123233
SE0014R,2021-03-08 00:00:00,2021-03-09 00:00:00,24.0,0.082,0.1101602159324474,0.11702959070684382
