site,st,ed,dtH,Obs,DEHM_noBD,DEHM_BD
SE0014R,2020-01-01,2020-01-02,24.0,0.022,0.06846493289750062,0.06938969379082316
SE0014R,2020-01-02,2020-01-03,24.0,0.13,0.12616600943155584,0.13420895509630434
SE0014R,2020-01-03,2020-01-04,24.0,0.079,0.030811545518729746,0.031373459293665286
SE0014R,2020-01-05,2020-01-06,24.0,0.028,0.024442418590672237,0.025866903600916202
SE0014R,2020-01-06,2020-01-07,24.0,0.1,0.030407715296205052,0.03225821890866376
SE0014R,2020-01-07,2020-01-08,24.0,0.35,0.0681787184759415,0.07003050796171643
SE0014R,2020-01-08,2020-01-09,24.0,0.12,0.025122858951315205,0.025646460508666865
SE0014R,2020-01-09,2020-01-10,24.0,0.058,0.02572441840799518,0.0263502357096783
SE0014R,2020-01-10,2020-01-11,24.0,0.072,0.025085089103663267,0.02622459224458776
SE0014R,2020-01-11,2020-01-12,24.0,0.1,0.044867737275585455,0.04784606095995748
SE0014R,2020-01-12,2020-01-13,24.0,0.058,0.020901231086477557,0.021508194727469166
SE0014R,2020-01-13,2020-01-14,24.0,0.084,0.030619615509714856,0.03266610664188854
SE0014R,2020-01-14,2020-01-15,24.0,0.22,0.048414867007583316,0.05219965381763867
SE0014R,2020-01-15,2020-01-16,24.0,0.032,0.04575745657917104,0.0477899040398001
SE0014R,2020-01-16,2020-01-17,24.0,0.099,0.04848133116569362,0.05206544726841147
SE0014R,2020-01-17,2020-01-18,24.0,0.15,0.11015213750168673,0.11927581748291843
SE0014R,2020-01-18,2020-01-19,24.0,0.11,0.029800456099500817,0.030439265701686886
SE0014R,2020-01-20,2020-01-21,24.0,0.087,0.032380643778257,0.03434123435692852
SE0014R,2020-01-21,2020-01-22,24.0,0.04,0.014766358099887076,0.01472831444378935
SE0014R,2020-01-22,2020-01-23,24.0,0.051,0.013420953401084913,0.014372834286848013
SE0014R,2020-01-23,2020-01-24,24.0,0.053,0.024848116546720197,0.026373166350051686
SE0014R,2020-01-24,2020-01-25,24.0,0.029,0.015897119391839878,0.016099892933312734
SE0014R,2020-01-26,2020-01-27,24.0,0.15,0.07418578346550457,0.07902669561497859
SE0014R,2020-01-27,2020-01-28,24.0,0.2,0.051746700638569815,0.05609828593585633
SE0014R,2020-01-28,2020-01-29,24.0,0.19,0.04908757689373561,0.05128394043169907
SE0014R,2020-01-29,2020-01-30,24.0,0.034,0.03088665436500675,0.031168550630845043
SE0014R,2020-01-30,2020-01-31,24.0,0.058,0.014759329314194545,0.015028321373220457
SE0014R,2020-01-31,2020-02-01,24.0,0.053,0.03292498237865039,0.03360590127121651
SE0014R,2020-02-01,2020-02-02,24.0,0.065,0.021576275225300274,0.022073599456529983
SE0014R,2020-02-02,2020-02-03,24.0,0.015,0.017976890792250545,0.01775368246022603
SE0014R,2020-02-03,2020-02-04,24.0,0.084,0.02218336069701231,0.02393572911183343
SE0014R,2020-02-04,2020-02-05,24.0,0.031,0.011533834191546693,0.011879031814970005
SE0014R,2020-02-05,2020-02-06,24.0,0.044,0.018977891251649632,0.020272930246917457
SE0014R,2020-02-06,2020-02-07,24.0,0.048,0.016252898188233292,0.016631765586100456
SE0014R,2020-02-07,2020-02-08,24.0,0.077,0.029172789267562255,0.03111099323272697
SE0014R,2020-02-08,2020-02-09,24.0,0.085,0.04909864876098923,0.06505374185577029
SE0014R,2020-02-09,2020-02-10,24.0,0.061,0.045228775021368565,0.04756962544433766
SE0014R,2020-02-10,2020-02-11,24.0,0.018,0.009807338177943528,0.00978519207309923
SE0014R,2020-02-11,2020-02-12,24.0,0.021,0.0068043884408752545,0.006799823344363754
SE0014R,2020-02-12,2020-02-13,24.0,0.017,0.008953514821007775,0.008912559171356166
SE0014R,2020-02-13,2020-02-14,24.0,0.026,0.02464775080740443,0.025593505936842325
SE0014R,2020-02-14,2020-02-15,24.0,0.14,0.0384858433441072,0.044922983341962014
SE0014R,2020-02-15,2020-02-16,24.0,0.15,0.035896795690748766,0.03924292986417183
SE0014R,2020-02-16,2020-02-17,24.0,0.052,0.027935975023843262,0.031489002016279764
SE0014R,2020-02-17,2020-02-18,24.0,0.029,0.019726891056280515,0.020630958101926302
SE0014R,2020-02-18,2020-02-19,24.0,0.028,0.013025072345407592,0.013222570068975821
SE0014R,2020-02-19,2020-02-20,24.0,0.036,0.03334910991217933,0.033619619124978704
SE0014R,2020-02-20,2020-02-21,24.0,0.083,0.03145688118804238,0.03381193759310983
SE0014R,2020-02-21,2020-02-22,24.0,0.014,0.016394701690636497,0.016551437786994423
SE0014R,2020-02-23,2020-02-24,24.0,0.011,0.0075003667749463715,0.007429830803568395
SE0014R,2020-02-24,2020-02-25,24.0,0.039,0.028218335737660454,0.0295958665346726
SE0014R,2020-02-25,2020-02-26,24.0,0.049,0.017961485373591924,0.018053432656843154
SE0014R,2020-02-26,2020-02-27,24.0,0.04,0.012466467860126803,0.014277196296797993
SE0014R,2020-02-27,2020-02-28,24.0,0.08,0.0180381800904031,0.02312654334340238
SE0014R,2020-02-28,2020-02-29,24.0,0.083,0.017335568770896575,0.019479554879581484
SE0014R,2020-02-29,2020-03-01,24.0,0.13,0.039637333003207965,0.05341556058417998
SE0014R,2020-03-01,2020-03-02,24.0,0.038,0.028382646901849568,0.03116275145173066
SE0014R,2020-03-02,2020-03-03,24.0,0.11,0.019295493791149847,0.031017069939877764
SE0014R,2020-03-03,2020-03-04,24.0,0.12,0.029831739002093585,0.0380891538654267
SE0014R,2020-03-04,2020-03-05,24.0,0.094,0.03586310726428397,0.0375719388244859
SE0014R,2020-03-05,2020-03-06,24.0,0.13,0.030620979604152887,0.034202349590882586
SE0014R,2020-03-06,2020-03-07,24.0,0.15,0.03806164497662329,0.056595841585621164
SE0014R,2020-03-07,2020-03-08,24.0,0.15,0.06895951177217059,0.0987026097429543
