site,st,ed,dtH,Obs,DEHM_noBD,DEHM_BD
SE0014R,2015-01-05 06:00:00,2015-01-06 06:00:00,24.0,0.17,0.011929459814643406,0.015153634095750662
SE0014R,2015-01-06 06:00:00,2015-01-07 06:00:00,24.0,0.26,0.051144647599477254,0.05552080127893009
SE0014R,2015-01-07 06:00:00,2015-01-08 06:00:00,24.0,0.11,0.031898147823139954,0.03272613342490039
SE0014R,2015-01-08 06:00:00,2015-01-09 06:00:00,24.0,0.09,0.019972647691015064,0.0207656184441223
SE0014R,2015-01-09 06:00:00,2015-01-10 06:00:00,24.0,0.04,0.019810709590888514,0.02068781149844165
SE0014R,2015-01-10 06:00:00,2015-01-11 06:00:00,24.0,0.03,0.005180046646399346,0.005055301170833325
SE0014R,2015-01-12 06:00:00,2015-01-13 06:00:00,24.0,0.06,0.01624090183200771,0.016150237821605913
SE0014R,2015-01-13 06:00:00,2015-01-14 06:00:00,24.0,0.04,0.03909888936195516,0.041722352882102055
SE0014R,2015-01-14 06:00:00,2015-01-15 06:00:00,24.0,0.05,0.03135696204714469,0.03259874028287821
SE0014R,2015-01-15 06:00:00,2015-01-16 06:00:00,24.0,0.1,0.051786352004520524,0.05804381751026952
SE0014R,2015-01-16 06:00:00,2015-01-17 06:00:00,24.0,0.02,0.018114291036929863,0.018157134326333105
SE0014R,2015-01-18 06:00:00,2015-01-19 06:00:00,24.0,0.09,0.06639215887006365,0.07477146465580903
SE0014R,2015-01-19 06:00:00,2015-01-20 06:00:00,24.0,0.14,0.0762365189737826,0.07825749142576002
SE0014R,2015-01-20 06:00:00,2015-01-21 06:00:00,24.0,0.09,0.025853397466577523,0.02850198614494868
SE0014R,2015-01-21 06:00:00,2015-01-22 06:00:00,24.0,0.05,0.017074524382874292,0.018582880063634285
SE0014R,2015-01-22 06:00:00,2015-01-23 06:00:00,24.0,0.12,0.01722962957229457,0.019314780878322117
SE0014R,2015-01-23 06:00:00,2015-01-24 06:00:00,24.0,0.18,0.028654719156306158,0.03341135896669695
SE0014R,2015-01-24 06:00:00,2015-01-25 06:00:00,24.0,0.13,0.04203827664766455,0.046634691202584566
SE0014R,2015-01-25 06:00:00,2015-01-26 06:00:00,24.0,0.06,0.0437311186967417,0.046179992028661
SE0014R,2015-01-26 06:00:00,2015-01-27 06:00:00,24.0,0.13,0.028091782155204484,0.02881495785135768
SE0014R,2015-01-27 06:00:00,2015-01-28 06:00:00,24.0,0.07,0.019911974864592688,0.021099925968320967
SE0014R,2015-01-28 06:00:00,2015-01-29 06:00:00,24.0,0.1,0.021050310833156047,0.021535625993488284
SE0014R,2015-01-29 06:00:00,2015-01-30 06:00:00,24.0,0.03,0.018712665128856817,0.020746228534951745
SE0014R,2015-01-30 06:00:00,2015-01-31 06:00:00,24.0,0.11,0.04365151836097234,0.04619823285367333
SE0014R,2015-01-31 06:00:00,2015-02-01 06:00:00,24.0,0.04,0.012592210649242546,0.012835781303942133
SE0014R,2015-02-01 06:00:00,2015-02-02 06:00:00,24.0,0.03,0.00783813476107075,0.00793816100438116
SE0014R,2015-02-02 06:00:00,2015-02-03 06:00:00,24.0,0.08,0.0050861613134619964,0.005274135609697475
SE0014R,2015-02-03 06:00:00,2015-02-04 06:00:00,24.0,0.08,0.004532396296956496,0.0047755879623814545
SE0014R,2015-02-04 06:00:00,2015-02-05 06:00:00,24.0,0.09,0.009503716576602228,0.01128800183259874
SE0014R,2015-02-05 06:00:00,2015-02-06 06:00:00,24.0,0.22,0.027846784028317705,0.030283575315177374
SE0014R,2015-02-06 06:00:00,2015-02-07 06:00:00,24.0,0.16,0.039052881258390786,0.0401210865717008
SE0014R,2015-02-09 06:00:00,2015-02-10 06:00:00,24.0,0.08,0.05801792634196573,0.058535286180581826
