site,st,ed,dtH,Obs,DEHM_noBD,DEHM_BD
SE0014R,2017-01-01 06:00:00,2017-01-02 06:00:00,24.0,0.02,0.2178059099879929,0.23062882471470147
SE0014R,2017-01-02 06:00:00,2017-01-03 06:00:00,24.0,0.02,0.20495051306124626,0.22068271713554402
SE0014R,2017-01-03 06:00:00,2017-01-04 06:00:00,24.0,0.03,0.07026267839064147,0.09228476344581969
SE0014R,2017-01-04 06:00:00,2017-01-05 06:00:00,24.0,0.07,0.3174716752143208,0.34950384615563096
SE0014R,2017-01-05 06:00:00,2017-01-06 06:00:00,24.0,0.09,0.3276383696349943,0.37468519189697463
SE0014R,2017-01-06 06:00:00,2017-01-07 06:00:00,24.0,0.14,0.2774352351650693,0.3028377955814389
SE0014R,2017-01-07 06:00:00,2017-01-08 06:00:00,24.0,0.17,0.06501505395867153,0.07521271471099777
SE0014R,2017-01-08 06:00:00,2017-01-09 06:00:00,24.0,0.2,0.07669427470477946,0.08915723764111196
SE0014R,2017-01-09 06:00:00,2017-01-10 06:00:00,24.0,0.36,0.26661274795716583,0.27385944118981254
SE0014R,2017-01-10 06:00:00,2017-01-11 06:00:00,24.0,0.66,0.29149304154537115,0.2935767965628054
SE0014R,2017-01-11 06:00:00,2017-01-12 06:00:00,24.0,0.13,0.049169362684504815,0.05681622127108529
SE0014R,2017-01-12 06:00:00,2017-01-13 06:00:00,24.0,0.06,0.024440314554814938,0.029686375534730622
SE0014R,2017-01-13 06:00:00,2017-01-14 06:00:00,24.0,0.09,0.07139997392349626,0.08051892768973387
SE0014R,2017-01-14 06:00:00,2017-01-15 06:00:00,24.0,0.07,0.04930746647931772,0.05303070439314434
SE0014R,2017-01-16 06:00:00,2017-01-17 06:00:00,24.0,0.02,0.055059012020930276,0.072127932576929
SE0014R,2017-01-17 06:00:00,2017-01-18 06:00:00,24.0,0.12,0.10662917772737979,0.11311762952948227
SE0014R,2017-01-18 06:00:00,2017-01-19 06:00:00,24.0,0.32,0.23693638725059604,0.24882311461924536
SE0014R,2017-01-19 06:00:00,2017-01-20 06:00:00,24.0,0.13,0.17925435587194424,0.1992474652190087
SE0014R,2017-01-20 06:00:00,2017-01-21 06:00:00,24.0,0.08,0.16661372977816435,0.17720290979478312
SE0014R,2017-01-21 06:00:00,2017-01-22 06:00:00,24.0,0.06,0.1740201465354103,0.17817341579455037
SE0014R,2017-01-22 06:00:00,2017-01-23 06:00:00,24.0,0.23,0.3712407798788238,0.3725374106871246
SE0014R,2017-01-23 06:00:00,2017-01-24 06:00:00,24.0,0.34,0.6674204889432757,0.660093379422186
SE0014R,2017-01-24 06:00:00,2017-01-25 06:00:00,24.0,0.31,0.4764556055957452,0.47341748529099387
SE0014R,2017-01-25 06:00:00,2017-01-26 06:00:00,24.0,0.45,0.8133615548272651,0.7973574217697896
SE0014R,2017-01-26 06:00:00,2017-01-27 06:00:00,24.0,0.44,0.7116540353789507,0.7026201174225951
SE0014R,2017-01-27 06:00:00,2017-01-28 06:00:00,24.0,0.84,0.5996109981910513,0.5975888956333114
SE0014R,2017-01-28 06:00:00,2017-01-29 06:00:00,24.0,2.2,0.7625916014434478,0.7588024655326896
SE0014R,2017-01-29 06:00:00,2017-01-30 06:00:00,24.0,1.11,0.2349723306380065,0.24126175741918274
SE0014R,2017-01-30 06:00:00,2017-01-31 06:00:00,24.0,0.39,0.1324000932336527,0.13812403304716994
SE0014R,2017-01-31 06:00:00,2017-02-01 06:00:00,24.0,1.32,0.9239188737082787,0.9254472180044063
SE0014R,2017-02-01 06:00:00,2017-02-02 06:00:00,24.0,3.75,1.7405912751376134,1.7307322949523154
SE0014R,2017-02-02 06:00:00,2017-02-03 06:00:00,24.0,3.21,0.8706140317701547,0.8754122438465802
SE0014R,2017-02-03 06:00:00,2017-02-04 06:00:00,24.0,2.61,1.5705065272896148,1.5758727270461783
SE0014R,2017-02-04 06:00:00,2017-02-05 06:00:00,24.0,0.8,0.8997178772831651,0.9049308131621882
SE0014R,2017-02-05 06:00:00,2017-02-06 06:00:00,24.0,0.8,0.8795743990721038,0.8762512113758536
SE0014R,2017-02-06 06:00:00,2017-02-07 06:00:00,24.0,0.32,0.526420949215043,0.5249191294397767
SE0014R,2017-02-07 06:00:00,2017-02-08 06:00:00,24.0,0.11,0.47006303912544806,0.47012875054270964
SE0014R,2017-02-08 06:00:00,2017-02-09 06:00:00,24.0,0.18,0.7225678133148801,0.7193153830974833
SE0014R,2017-02-09 06:00:00,2017-02-10 06:00:00,24.0,0.44,0.7317715390675404,0.7322577897557364
SE0014R,2017-02-10 06:00:00,2017-02-11 06:00:00,24.0,0.58,0.8291518285928813,0.8201838060049128
SE0014R,2017-02-11 06:00:00,2017-02-12 06:00:00,24.0,0.14,0.4245079249832108,0.43300391055843573
SE0014R,2017-02-12 06:00:00,2017-02-13 06:00:00,24.0,0.18,0.4346709431870221,0.4477450584768367
SE0014R,2017-02-13 06:00:00,2017-02-14 06:00:00,24.0,0.2,0.5666230386779414,0.5804973061716493
SE0014R,2017-02-14 06:00:00,2017-02-15 06:00:00,24.0,0.3,0.5213800527922036,0.5339081409617267
SE0014R,2017-02-15 06:00:00,2017-02-16 06:00:00,24.0,1.01,1.0879877558653384,1.0867849677377972
SE0014R,2017-02-16 06:00:00,2017-02-17 06:00:00,24.0,0.63,0.3559222908183588,0.355171931669146
SE0014R,2017-02-17 06:00:00,2017-02-18 06:00:00,24.0,0.14,0.25677005619301724,0.2570555003922481
SE0014R,2017-02-18 06:00:00,2017-02-19 06:00:00,24.0,0.33,0.36794159448824976,0.36821028509835213
SE0014R,2017-02-19 06:00:00,2017-02-20 06:00:00,24.0,0.2,0.07158891131267718,0.07826914639494556
SE0014R,2017-02-20 06:00:00,2017-02-21 06:00:00,24.0,0.05,0.07413577777339488,0.09340508345485998
SE0014R,2017-02-21 06:00:00,2017-02-22 06:00:00,24.0,0.05,0.07595246155015718,0.09600092994284508
SE0014R,2017-02-25 06:00:00,2017-02-26 06:00:00,24.0,0.12,0.15512939948579155,0.15515696010357014
SE0014R,2017-02-26 06:00:00,2017-02-27 06:00:00,24.0,0.25,0.12286033113246549,0.12704021022211642
SE0014R,2017-02-27 06:00:00,2017-02-28 06:00:00,24.0,0.19,0.2849236602190755,0.28549350402047297
SE0014R,2017-02-28 06:00:00,2017-03-01 06:00:00,24.0,0.08,0.1062077649121101,0.10726016389438324
SE0014R,2017-03-01 06:00:00,2017-03-02 06:00:00,24.0,0.05,0.09110451316887673,0.10982175464617693
SE0014R,2017-03-02 06:00:00,2017-03-03 06:00:00,24.0,0.2,0.21745423801007027,0.23187695014497833
SE0014R,2017-03-03 06:00:00,2017-03-04 06:00:00,24.0,0.17,0.20553647907954162,0.2167179844926185
SE0014R,2017-03-04 06:00:00,2017-03-05 06:00:00,24.0,0.17,0.2869131351427167,0.29391022714579135
SE0014R,2017-03-05 06:00:00,2017-03-06 06:00:00,24.0,0.16,0.30327877444968393,0.303638058076221
SE0014R,2017-03-06 06:00:00,2017-03-07 06:00:00,24.0,0.23,0.47465893838551637,0.47075101101734035
SE0014R,2017-03-07 06:00:00,2017-03-08 06:00:00,24.0,0.31,0.4286232305444441,0.41614828238010787
SE0014R,2017-03-08 06:00:00,2017-03-09 06:00:00,24.0,0.33,0.3197635557622594,0.31711607466877156
SE0014R,2017-03-09 06:00:00,2017-03-10 06:00:00,24.0,0.19,0.07212336364421724,0.07993856816131077
SE0014R,2017-03-10 06:00:00,2017-03-11 06:00:00,24.0,0.05,0.2248191492475364,0.23207937975061124
SE0014R,2017-03-11 06:00:00,2017-03-12 06:00:00,24.0,0.17,0.2987102516836873,0.30882389273141436
SE0014R,2017-03-12 06:00:00,2017-03-13 06:00:00,24.0,0.12,0.17289289633755447,0.19351668710601233
SE0014R,2017-03-13 06:00:00,2017-03-14 06:00:00,24.0,0.55,0.4090495552811901,0.4154016524428645
SE0014R,2017-03-14 06:00:00,2017-03-15 06:00:00,24.0,0.18,0.10439638664610729,0.10676851878796144
SE0014R,2017-03-15 06:00:00,2017-03-16 06:00:00,24.0,0.02,0.050112088764104314,0.05918217730248824
SE0014R,2017-03-16 06:00:00,2017-03-17 06:00:00,24.0,0.25,0.20986801068672234,0.21440290132928386
SE0014R,2017-03-17 06:00:00,2017-03-18 06:00:00,24.0,0.08,0.06664981476654158,0.07297961276736886
SE0014R,2017-03-18 06:00:00,2017-03-19 06:00:00,24.0,0.06,0.05077920422568454,0.0681517051576107
SE0014R,2017-03-19 06:00:00,2017-03-20 06:00:00,24.0,0.08,0.056292931584503623,0.07085574739755875
SE0014R,2017-03-20 06:00:00,2017-03-21 06:00:00,24.0,0.09,0.08978410639201602,0.09234347698056332
SE0014R,2017-03-22 06:00:00,2017-03-23 06:00:00,24.0,0.06,0.06880791414779636,0.07710644859962033
SE0014R,2017-03-23 06:00:00,2017-03-24 06:00:00,24.0,0.05,0.12728740429557242,0.1473559349692902
SE0014R,2017-03-24 06:00:00,2017-03-25 06:00:00,24.0,0.1,0.13254672522229066,0.15852241727492677
SE0014R,2017-03-25 06:00:00,2017-03-26 06:00:00,24.0,0.14,0.16159337540494334,0.17396540803778612
