site,st,ed,dtH,Obs,DEHM_noBD,DEHM_BD
SE0014R,2015-01-05 06:00:00,2015-01-06 06:00:00,24.0,0.17,0.040600681004170254,0.0516951423563435
SE0014R,2015-01-06 06:00:00,2015-01-07 06:00:00,24.0,0.26,0.13460755649343129,0.15470149571076033
SE0014R,2015-01-07 06:00:00,2015-01-08 06:00:00,24.0,0.11,0.06536624322287732,0.06766141580156976
SE0014R,2015-01-08 06:00:00,2015-01-09 06:00:00,24.0,0.09,0.030640492333602092,0.031376010489705876
SE0014R,2015-01-09 06:00:00,2015-01-10 06:00:00,24.0,0.04,0.034797759760464474,0.038339397617187264
SE0014R,2015-01-10 06:00:00,2015-01-11 06:00:00,24.0,0.03,0.0069249879208299545,0.007042390713645062
SE0014R,2015-01-12 06:00:00,2015-01-13 06:00:00,24.0,0.06,0.03552505550509312,0.035636978124733945
SE0014R,2015-01-13 06:00:00,2015-01-14 06:00:00,24.0,0.04,0.10042880404487246,0.10781284627720707
SE0014R,2015-01-14 06:00:00,2015-01-15 06:00:00,24.0,0.05,0.08087778292868279,0.08561918658088886
SE0014R,2015-01-15 06:00:00,2015-01-16 06:00:00,24.0,0.1,0.09491469054402775,0.1029196519031561
SE0014R,2015-01-16 06:00:00,2015-01-17 06:00:00,24.0,0.02,0.0404697405952587,0.040874272115360884
SE0014R,2015-01-18 06:00:00,2015-01-19 06:00:00,24.0,0.09,0.10929875523455435,0.11777773613154884
SE0014R,2015-01-19 06:00:00,2015-01-20 06:00:00,24.0,0.14,0.11954944200895722,0.12516038598649196
SE0014R,2015-01-20 06:00:00,2015-01-21 06:00:00,24.0,0.09,0.04870448675196611,0.05870747790992253
SE0014R,2015-01-21 06:00:00,2015-01-22 06:00:00,24.0,0.05,0.02826671141669146,0.032228483191784396
SE0014R,2015-01-22 06:00:00,2015-01-23 06:00:00,24.0,0.12,0.02017384636215858,0.0256024924598261
SE0014R,2015-01-23 06:00:00,2015-01-24 06:00:00,24.0,0.18,0.05175571187749497,0.057507078532557855
SE0014R,2015-01-24 06:00:00,2015-01-25 06:00:00,24.0,0.13,0.052045327433515254,0.05703487467285238
SE0014R,2015-01-25 06:00:00,2015-01-26 06:00:00,24.0,0.06,0.08286728927172714,0.0886727398836612
SE0014R,2015-01-26 06:00:00,2015-01-27 06:00:00,24.0,0.13,0.057674813752137066,0.06520875296812499
SE0014R,2015-01-27 06:00:00,2015-01-28 06:00:00,24.0,0.07,0.03144613426407792,0.03411608842397101
SE0014R,2015-01-28 06:00:00,2015-01-29 06:00:00,24.0,0.1,0.039335874092765094,0.04023829025620587
SE0014R,2015-01-29 06:00:00,2015-01-30 06:00:00,24.0,0.03,0.03833419741993762,0.040631653300560934
SE0014R,2015-01-30 06:00:00,2015-01-31 06:00:00,24.0,0.11,0.06379532638555387,0.06541249471172683
SE0014R,2015-01-31 06:00:00,2015-02-01 06:00:00,24.0,0.04,0.03404219415679566,0.03920116595260791
SE0014R,2015-02-01 06:00:00,2015-02-02 06:00:00,24.0,0.03,0.024914586043842075,0.025561161514483316
SE0014R,2015-02-02 06:00:00,2015-02-03 06:00:00,24.0,0.08,0.013170879531148746,0.014787286864072
