site,st,ed,dtH,Obs,DEHM_noBD,DEHM_BD,EMEP_noBD,EMEP_BD
SE0014R,2018-02-06 00:00:00,2018-02-07,24.0,0.1,0.028259212820995527,0.030261977218445302,0.12017083333333334,0.10882083333333332
SE0014R,2018-02-07 00:00:00,2018-02-08,24.0,0.45,0.018245265919286685,0.021220055546220317,0.0674,0.06110000000000001
SE0014R,2018-02-08 00:00:00,2018-02-09,24.0,0.21,0.01697088155757627,0.020804745712447836,0.09864583333333332,0.09557083333333333
SE0014R,2018-02-09 00:00:00,2018-02-10,24.0,0.95,0.06406980400279157,0.08716138519726686,0.5420166666666666,0.5376166666666667
SE0014R,2018-02-10 00:00:00,2018-02-11,24.0,0.38,0.09113697925902897,0.14477550534225994,0.9394666666666667,0.9387416666666667
SE0014R,2018-02-11 00:00:00,2018-02-12,24.0,0.37,0.1035305385669879,0.12898621097074817,0.42049999999999993,0.41872916666666665
SE0014R,2018-02-12 00:00:00,2018-02-13,24.0,0.03,0.018404238417120567,0.01763653814921148,0.002108333333333333,0.0021208333333333335
SE0014R,2018-02-13 00:00:00,2018-02-14,24.0,0.07,0.017186443849736742,0.02029224819449701,0.12028749999999999,0.12071666666666665
SE0014R,2018-02-14 00:00:00,2018-02-15,24.0,0.19,0.032182946739261906,0.04986195863543071,0.48285833333333333,0.47870833333333335
SE0014R,2018-02-15 00:00:00,2018-02-16,24.0,0.13,0.040874253612924294,0.05474805635850869,0.1307125,0.12830833333333333
SE0014R,2018-02-16 00:00:00,2018-02-17,24.0,0.11,0.02204634444693096,0.02227836757907636,0.0686125,0.06871666666666666
SE0014R,2018-02-17 00:00:00,2018-02-18,24.0,0.12,0.02962110938128075,0.03085806414226062,0.20220416666666666,0.20400416666666668
SE0014R,2018-02-18 00:00:00,2018-02-19,24.0,0.17,0.03380938306018703,0.03874283680314191,0.1466875,0.13524583333333332
SE0014R,2018-02-19 00:00:00,2018-02-20,24.0,0.19,0.04444185583073638,0.04731434576198452,0.11017500000000001,0.10310000000000001
SE0014R,2018-02-20 00:00:00,2018-02-21,24.0,0.07,0.016643885832708257,0.017708423014953654,0.048225,0.05322083333333333
SE0014R,2018-02-21 00:00:00,2018-02-22,24.0,0.11,0.01872053102323312,0.019141702309246098,0.2283875,0.2293083333333333
SE0014R,2018-02-22 00:00:00,2018-02-23,24.0,0.07,0.013719016677169052,0.014810938961394063,0.053149999999999996,0.055766666666666666
SE0014R,2018-02-23 00:00:00,2018-02-24,24.0,0.21,0.025144083305732274,0.025165707499184564,0.3834666666666667,0.37775
SE0014R,2018-02-24 00:00:00,2018-02-25,24.0,0.06,0.0181081887423386,0.01867026425250333,0.05007083333333334,0.051774999999999995
SE0014R,2018-02-25 00:00:00,2018-02-26,24.0,0.03,0.006265440579459471,0.006560503894870563,0.0113875,0.012358333333333332
SE0014R,2018-02-26 00:00:00,2018-02-27,24.0,0.03,0.003013128476289479,0.003135746608895637,0.008116666666666666,0.008091666666666665
SE0014R,2018-02-27 00:00:00,2018-02-28,24.0,0.03,0.01497812732351004,0.014601413365323014,0.010554166666666668,0.010383333333333335
SE0014R,2018-02-28 00:00:00,2018-03-01,24.0,0.06,0.026596292939968333,0.02634237774327389,0.022720833333333332,0.0226875
SE0014R,2018-03-01 00:00:00,2018-03-02,24.0,0.06,0.017542435953449387,0.017445114609878427,0.05737916666666667,0.05722083333333333
SE0014R,2018-03-02 00:00:00,2018-03-03,24.0,0.09,0.019206369003970096,0.019045627199131915,0.04977083333333334,0.04908333333333333
SE0014R,2018-03-03 00:00:00,2018-03-04,24.0,0.15,0.017278181001460086,0.018051272727502444,0.09052916666666666,0.09048333333333332
SE0014R,2018-03-04 00:00:00,2018-03-05,24.0,0.17,0.014044358159936892,0.014968295349636963,0.0750125,0.07548333333333333
SE0014R,2018-03-05 00:00:00,2018-03-06,24.0,0.14,0.02331295626642174,0.03838412937480948,0.123625,0.12728333333333333
SE0014R,2018-03-06 00:00:00,2018-03-07,24.0,0.15,0.018823022451568316,0.037675536636393454,0.20609999999999998,0.19611666666666663
SE0014R,2018-03-07 00:00:00,2018-03-08,24.0,0.23,0.0074985489220590505,0.02167487630922806,0.2324291666666667,0.23274583333333332
SE0014R,2018-03-08 00:00:00,2018-03-09,24.0,0.12,0.010123752741347919,0.010705512726837693,0.11083333333333334,0.11620416666666666
SE0014R,2018-03-09 00:00:00,2018-03-10,24.0,0.23,0.01945158053022802,0.020217413064613863,0.23445416666666666,0.24043333333333336
SE0014R,2018-03-10 00:00:00,2018-03-11,24.0,0.27,0.07028463568328874,0.07181795744504309,0.2775208333333334,0.28292083333333334
SE0014R,2018-03-11 00:00:00,2018-03-12,24.0,0.06,0.03947636859380632,0.04520727102471508,0.06299166666666667,0.06894583333333333
SE0014R,2018-03-12 00:00:00,2018-03-13,24.0,0.07,0.0453775618358142,0.05864856900546692,0.16694583333333335,0.1658625
SE0014R,2018-03-13 00:00:00,2018-03-14,24.0,0.11,0.009914092565365061,0.011488668190482929,0.05055833333333334,0.05303750000000001
SE0014R,2018-03-18 00:00:00,2018-03-19,24.0,0.03,0.05456518108295271,0.056704430314730776,0.05557916666666666,0.05519166666666667
SE0014R,2018-03-19 00:00:00,2018-03-20,24.0,0.11,0.03686005914201952,0.03923068992705076,0.02867916666666667,0.027604166666666666
SE0014R,2018-03-20 00:00:00,2018-03-21,24.0,0.07,0.02090261253270313,0.021881479889592086,0.06806250000000001,0.06825416666666667
SE0014R,2018-03-21 00:00:00,2018-03-22,24.0,0.08,0.0511957704300805,0.0525432291064597,0.010983333333333331,0.010820833333333333
SE0014R,2018-03-22 00:00:00,2018-03-23,24.0,0.06,0.04656615339079864,0.04745629926299668,0.14053749999999998,0.14097500000000002
SE0014R,2018-03-23 00:00:00,2018-03-24,24.0,0.24,0.05136353492217132,0.05330538156604387,0.21040416666666664,0.20934166666666668
SE0014R,2018-03-24 00:00:00,2018-03-25,24.0,0.03,0.03860398430129505,0.046733653693869635,0.0024749999999999998,0.002033333333333333
SE0014R,2018-03-25 00:00:00,2018-03-26,24.0,0.06,0.06244235913798205,0.06556726308315987,0.0166,0.012558333333333333
SE0014R,2018-03-26 00:00:00,2018-03-27,24.0,0.09,0.03667373725835226,0.038440359545284825,0.014354166666666668,0.015629166666666666
SE0014R,2018-03-27 00:00:00,2018-03-28,24.0,0.03,0.010430789860263393,0.010759642847748399,0.02197916666666667,0.023137499999999995
SE0014R,2018-03-28 00:00:00,2018-03-29,24.0,0.03,0.01797057087540618,0.019974262327775286,0.04106666666666667,0.0411625
SE0014R,2018-03-29 00:00:00,2018-03-30,24.0,0.06,0.011088497687778358,0.013265660724909896,0.06110416666666666,0.06039166666666667
SE0014R,2018-03-30 00:00:00,2018-03-31,24.0,0.1,0.010819683116367008,0.013613374346019615,0.0569875,0.05812083333333334
SE0014R,2018-03-31 00:00:00,2018-04-01,24.0,0.11,0.02211889224761159,0.029573988508041882,0.05600416666666666,0.06020416666666667
SE0014R,2018-04-01 00:00:00,2018-04-02,24.0,0.13,0.012475335751194435,0.015173861010046594,0.08656666666666668,0.09162916666666666
SE0014R,2018-04-02 00:00:00,2018-04-03,24.0,0.11,0.029709626165507288,0.038633915674537354,0.0726875,0.07598333333333333
SE0014R,2018-04-03 00:00:00,2018-04-04,24.0,0.07,0.02319732395427293,0.030327248889915576,0.03306666666666667,0.0378375
SE0014R,2018-04-04 00:00:00,2018-04-05,24.0,0.08,0.031331963138133204,0.03867851819125928,0.0279625,0.029625000000000002
SE0014R,2018-04-05 00:00:00,2018-04-06,24.0,0.06,0.029556582179739988,0.03236957784835241,0.02679166666666667,0.02658333333333333
SE0014R,2018-04-06 00:00:00,2018-04-07,24.0,0.03,0.053991134105101146,0.057802319381609485,0.027341666666666667,0.028045833333333336
SE0014R,2018-04-07 00:00:00,2018-04-08,24.0,0.08,0.047141579490564696,0.07135341528553509,0.055066666666666673,0.058587499999999994
SE0014R,2018-04-08 00:00:00,2018-04-09,24.0,0.13,0.10485416932687157,0.1728822222316265,0.028537500000000004,0.034645833333333334
SE0014R,2018-04-09 00:00:00,2018-04-10,24.0,0.28,0.1417577922256849,0.1998209664604067,0.130875,0.13115
SE0014R,2018-04-10 00:00:00,2018-04-11,24.0,0.22,0.039521743034943865,0.04560509959992013,0.055837500000000005,0.060825
SE0014R,2018-04-11 00:00:00,2018-04-12,24.0,0.09,0.060297889917790816,0.06796372720487409,0.07054166666666667,0.07058333333333333
SE0014R,2018-04-12 00:00:00,2018-04-13,24.0,0.06,0.059385389374103335,0.07272170752139756,0.0969,0.10215833333333334
SE0014R,2018-04-13 00:00:00,2018-04-14,24.0,0.13,0.11279686556842172,0.14172308418609195,0.1482125,0.1614125
SE0014R,2018-04-14 00:00:00,2018-04-15,24.0,0.17,0.1717730412013456,0.20965724523372944,0.19347499999999998,0.21745
SE0014R,2018-04-15 00:00:00,2018-04-16,24.0,0.21,0.1202820018003508,0.1704645514639839,0.061691666666666665,0.0582875
SE0014R,2018-04-16 00:00:00,2018-04-17,24.0,0.16,0.09332860152460627,0.12819234326370052,0.15659583333333335,0.14575833333333335
SE0014R,2018-04-17 00:00:00,2018-04-18,24.0,0.11,0.051058144980370944,0.0716449842754192,0.13685,0.1316375
SE0014R,2018-04-18 00:00:00,2018-04-19,24.0,0.23,0.16380540892224754,0.18578877452701326,0.11499166666666667,0.11687916666666666
SE0014R,2018-04-19 00:00:00,2018-04-20,24.0,0.2,0.23641887401387093,0.255525552303791,0.133725,0.1298
SE0014R,2018-04-20 00:00:00,2018-04-21,24.0,0.17,0.1990059368906915,0.2626848633891344,0.13814583333333336,0.13027916666666667
SE0014R,2018-04-21 00:00:00,2018-04-22,24.0,0.11,0.08032210679918521,0.07924615982707585,0.034770833333333334,0.0350375
SE0014R,2018-04-22 00:00:00,2018-04-23,24.0,0.45,0.13031434767227615,0.14147439873531456,0.037733333333333334,0.03872916666666667
SE0014R,2018-04-23 00:00:00,2018-04-24,24.0,0.12,0.05762417842851943,0.07889238771658384,0.028958333333333336,0.03369166666666667
SE0014R,2018-04-24 00:00:00,2018-04-25,24.0,0.09,0.017716127760931778,0.020321607419010176,0.009183333333333333,0.009570833333333332
SE0014R,2018-04-25 00:00:00,2018-04-26,24.0,0.08,0.03763609206508838,0.03980576316878193,0.03183333333333333,0.03223333333333333
SE0014R,2018-04-26 00:00:00,2018-04-27,24.0,0.08,0.021689694287031814,0.02690576920472078,0.04185,0.042633333333333336
SE0014R,2018-04-27 00:00:00,2018-04-28,24.0,0.08,0.023414049989860436,0.028913654404636408,0.048620833333333335,0.048341666666666665
SE0014R,2018-04-28 00:00:00,2018-04-29,24.0,0.19,0.08331974997300647,0.09699941433791066,0.08309583333333333,0.08434583333333334
SE0014R,2018-04-29 00:00:00,2018-04-30,24.0,0.11,0.06355322550090023,0.07054257849682115,0.13984166666666667,0.1428
SE0014R,2018-04-30 00:00:00,2018-05-01,24.0,0.16,0.08708086903691285,0.09759269846476608,0.05408749999999999,0.05727083333333333
SE0014R,2018-05-01 00:00:00,2018-05-02,24.0,0.15,0.04780612681049847,0.07120610560528925,0.07699583333333333,0.08197916666666667
SE0014R,2018-05-02 00:00:00,2018-05-03,24.0,0.21,0.10321121610634025,0.1356720951945334,0.1545,0.15337916666666668
SE0014R,2018-05-03 00:00:00,2018-05-04,24.0,0.07,0.11126733550593253,0.13807673187009983,0.04195416666666666,0.04582083333333333
SE0014R,2018-05-04 00:00:00,2018-05-05,24.0,0.11,0.14357304598093026,0.1563119087605178,0.06326666666666667,0.05994583333333333
SE0014R,2018-05-05 00:00:00,2018-05-06,24.0,0.47,0.18611969373498108,0.24407476987734433,0.12939583333333335,0.12397499999999999
SE0014R,2018-05-06 00:00:00,2018-05-07,24.0,0.58,0.16130843855246899,0.20449535023704168,0.2394125,0.23782499999999998
SE0014R,2018-05-07 00:00:00,2018-05-08,24.0,0.54,0.3647606309886276,0.4331411786913872,0.3467375,0.3545666666666667
SE0014R,2018-05-08 00:00:00,2018-05-09,24.0,0.4,0.2821119858384132,0.3100344587782025,0.3334958333333333,0.34200416666666666
SE0014R,2018-05-09 00:00:00,2018-05-10,24.0,0.15,0.21491093809038397,0.22801209238596257,0.1785125,0.17875
SE0014R,2018-05-10 00:00:00,2018-05-11,24.0,0.22,0.23344454216115174,0.23936202180474994,0.17632499999999998,0.1761
SE0014R,2018-05-11 00:00:00,2018-05-12,24.0,0.18,0.28245933824777597,0.29449202580258244,0.35207083333333333,0.3572583333333334
SE0014R,2018-05-12 00:00:00,2018-05-13,24.0,0.11,0.2319919393386319,0.23645878358546643,0.24572083333333336,0.25245
SE0014R,2018-05-13 00:00:00,2018-05-14,24.0,0.25,0.19519437825158234,0.19348389463551338,0.22319583333333334,0.22697916666666665
SE0014R,2018-05-14 00:00:00,2018-05-15,24.0,0.23,0.1445654723099619,0.14251541724950068,0.17767500000000003,0.17816666666666667
SE0014R,2018-05-15 00:00:00,2018-05-16,24.0,0.26,0.1855829397988319,0.18411315079018473,0.18734583333333332,0.19016666666666668
SE0014R,2018-05-16 00:00:00,2018-05-17,24.0,0.35,0.24697915607616303,0.24504278348401187,0.3784208333333334,0.3781625
SE0014R,2018-05-17 00:00:00,2018-05-18,24.0,0.23,0.08052142038501792,0.07998444469578558,0.15735,0.1583875
SE0014R,2018-05-18 00:00:00,2018-05-19,24.0,0.12,0.05235405563831322,0.05095816011440002,0.062287499999999996,0.06235833333333333
SE0014R,2018-05-19 00:00:00,2018-05-20,24.0,0.48,0.14705476103879506,0.14751599438041446,0.4513291666666667,0.4577583333333333
SE0014R,2018-05-20 00:00:00,2018-05-21,24.0,0.63,0.45676938301622866,0.4914822221964597,0.36280416666666665,0.36480833333333335
SE0014R,2018-05-21 00:00:00,2018-05-22,24.0,0.2,0.13729218106038862,0.1404828382466733,0.21695416666666667,0.22233333333333336
SE0014R,2018-05-22 00:00:00,2018-05-23,24.0,0.33,0.1808331480071693,0.17985905068889255,0.2575708333333333,0.2577958333333333
SE0014R,2018-05-23 00:00:00,2018-05-24,24.0,0.41,0.20877769729945805,0.20715070726320142,0.38074583333333334,0.3812166666666667
SE0014R,2018-05-24 00:00:00,2018-05-25,24.0,0.25,0.23225842818368223,0.22976569091364737,0.47380416666666664,0.4795208333333334
SE0014R,2018-05-25 00:00:00,2018-05-26,24.0,0.38,0.27904701119326053,0.2957004342956096,0.36795,0.36899583333333325
SE0014R,2018-05-26 00:00:00,2018-05-27,24.0,0.26,0.11018048765301698,0.10923957219947122,0.36796249999999997,0.3687125
SE0014R,2018-05-27 00:00:00,2018-05-28,24.0,0.1,0.15409580583825702,0.15342212623111898,0.1200375,0.12000416666666668
SE0014R,2018-05-28 00:00:00,2018-05-29,24.0,0.14,0.09080245109212344,0.0905154413477005,0.07448333333333333,0.07470833333333333
SE0014R,2018-05-29 00:00:00,2018-05-30,24.0,0.2,0.1443100335618853,0.1446476635621767,0.1839125,0.18448333333333333
SE0014R,2018-05-30 00:00:00,2018-05-31,24.0,0.28,0.16183446227207776,0.1620121083080023,0.15184999999999998,0.15184166666666668
SE0014R,2018-05-31 00:00:00,2018-06-01,24.0,0.14,0.09825907411999994,0.09700596742227668,0.2462375,0.24640416666666667
SE0014R,2018-06-01 00:00:00,2018-06-02,24.0,0.19,0.18721005309261377,0.18572839196331795,0.35053333333333336,0.3515041666666667
SE0014R,2018-06-02 00:00:00,2018-06-03,24.0,0.33,0.5040738228866457,0.5055088593485951,0.49134583333333337,0.4951125
SE0014R,2018-06-03 00:00:00,2018-06-04,24.0,0.51,0.48808661968767647,0.49617413597315546,0.2815916666666667,0.2899083333333334
SE0014R,2018-06-04 00:00:00,2018-06-05,24.0,0.26,0.07995514871094368,0.08028567909158758,0.219275,0.22015833333333334
SE0014R,2018-06-05 00:00:00,2018-06-06,24.0,0.03,0.06663464342713347,0.06612136171884829,0.07055833333333333,0.07052083333333332
SE0014R,2018-06-06 00:00:00,2018-06-07,24.0,0.2,0.39725334457755085,0.4041562031469866,0.4079,0.4097458333333333
SE0014R,2018-06-07 00:00:00,2018-06-08,24.0,0.31,0.4902088451129198,0.49417142561018473,0.5403791666666667,0.5423208333333333
SE0014R,2018-06-08 00:00:00,2018-06-09,24.0,0.59,0.7156127546900511,0.7405649204713106,0.7796833333333333,0.7905958333333333
SE0014R,2018-06-09 00:00:00,2018-06-10,24.0,0.57,0.8215018155550956,0.824591727618575,0.6824333333333333,0.6964666666666668
SE0014R,2018-06-10 00:00:00,2018-06-11,24.0,0.27,0.39102959713898605,0.39087577045872807,0.37112083333333334,0.39444166666666663
SE0014R,2018-06-11 00:00:00,2018-06-12,24.0,0.08,0.09205883434928948,0.09157566402178254,0.03846666666666667,0.038470833333333336
SE0014R,2018-06-12 00:00:00,2018-06-13,24.0,0.1,0.067533470232943,0.06660746376203365,0.327775,0.3281541666666667
SE0014R,2018-06-13 00:00:00,2018-06-14,24.0,0.15,0.23254146971352394,0.2314240238013118,0.1525375,0.15674583333333333
SE0014R,2018-06-14 00:00:00,2018-06-15,24.0,0.12,0.2866744345683977,0.2959974875089526,0.18825416666666664,0.1934375
SE0014R,2018-06-15 00:00:00,2018-06-16,24.0,0.1,0.1434806180255487,0.14435692158978425,0.09610416666666667,0.09645833333333333
SE0014R,2018-06-16 00:00:00,2018-06-17,24.0,0.12,0.24127170486226676,0.24529301485478872,0.21465416666666667,0.21649583333333333
SE0014R,2018-06-17 00:00:00,2018-06-18,24.0,0.13,0.31664154853478066,0.3252577554681897,0.173725,0.18082916666666668
SE0014R,2018-06-18 00:00:00,2018-06-19,24.0,0.08,0.17237501585822548,0.18362085526347158,0.13519166666666668,0.13207916666666666
SE0014R,2018-06-19 00:00:00,2018-06-20,24.0,0.03,0.08822363723654296,0.08770510341372334,0.0014791666666666668,0.0006083333333333333
SE0014R,2018-06-20 00:00:00,2018-06-21,24.0,0.03,0.04432714238088572,0.04342533891504622,0.024270833333333335,0.024958333333333332
SE0014R,2018-06-21 00:00:00,2018-06-22,24.0,0.03,0.05261441265161143,0.052219748453320856,0.04390416666666667,0.042404166666666666
SE0014R,2018-06-22 00:00:00,2018-06-23,24.0,0.03,0.042184117846591325,0.04195489311592646,0.15630416666666666,0.15664999999999998
SE0014R,2018-06-23 00:00:00,2018-06-24,24.0,0.06,0.14758285482205447,0.14799556915979825,0.20104583333333337,0.2010125
SE0014R,2018-06-24 00:00:00,2018-06-25,24.0,0.09,0.17031281242929394,0.17155528952322896,0.3595541666666667,0.38648333333333335
SE0014R,2018-06-25 00:00:00,2018-06-26,24.0,0.24,0.19267020883977404,0.19212556007042525,0.46769583333333337,0.5006916666666666
SE0014R,2018-06-26 00:00:00,2018-06-27,24.0,0.25,0.15932799039483067,0.1588567902232706,0.4391666666666667,0.44143333333333334
SE0014R,2018-06-27 00:00:00,2018-06-28,24.0,0.5,0.6970236070410908,0.701451965483427,0.8030125,0.8422958333333334
SE0014R,2018-06-28 00:00:00,2018-06-29,24.0,0.71,0.6504686009080708,0.6577833978175373,0.3000083333333334,0.3392458333333333
SE0014R,2018-06-29 00:00:00,2018-06-30,24.0,0.06,0.04422221174918108,0.04311298920348278,0.07980833333333334,0.07977916666666666
SE0014R,2018-06-30 00:00:00,2018-07-01,24.0,0.03,0.047048955142404814,0.0462735795160941,0.09241250000000001,0.09254583333333334
SE0014R,2018-07-01 00:00:00,2018-07-02,24.0,0.03,0.04791739622969174,0.047505989995803605,0.04632083333333333,0.04635
SE0014R,2018-07-02 00:00:00,2018-07-03,24.0,0.11,0.09306513060186052,0.0915990758635848,0.21337083333333337,0.21340833333333334
SE0014R,2018-07-03 00:00:00,2018-07-04,24.0,0.18,0.3318281448593735,0.32997146345823997,0.40497916666666667,0.43814166666666665
SE0014R,2018-07-04 00:00:00,2018-07-05,24.0,0.19,0.528329480367899,0.5341095973700285,0.28021250000000003,0.2911458333333334
SE0014R,2018-07-05 00:00:00,2018-07-06,24.0,0.17,0.26780726645380254,0.27543668266102667,0.1961291666666667,0.202075
SE0014R,2018-07-06 00:00:00,2018-07-07,24.0,0.14,0.24927668288279323,0.25397057586789124,0.3171791666666667,0.32608750000000003
SE0014R,2018-07-07 00:00:00,2018-07-08,24.0,0.09,0.13944252659920597,0.14325939483927558,0.16977916666666668,0.1696416666666667
SE0014R,2018-07-08 00:00:00,2018-07-09,24.0,0.19,0.1706322197157889,0.16972838949672875,0.3416208333333333,0.34227083333333336
SE0014R,2018-07-09 00:00:00,2018-07-10,24.0,0.09,0.10199245683480047,0.10322328107576811,0.21082916666666665,0.21155416666666668
SE0014R,2018-07-10 00:00:00,2018-07-11,24.0,0.11,0.08553800239972764,0.08440980942547316,0.10065833333333334,0.09911666666666667
SE0014R,2018-07-11 00:00:00,2018-07-12,24.0,0.18,0.09498307762078934,0.09437299613513045,0.22188333333333335,0.22212083333333332
SE0014R,2018-07-12 00:00:00,2018-07-13,24.0,0.15,0.09301681144271039,0.09281019491754466,0.4198875,0.42096249999999996
SE0014R,2018-07-13 00:00:00,2018-07-14,24.0,0.34,0.3018646097797155,0.30157337074995044,0.5538250000000001,0.5799958333333334
SE0014R,2018-07-14 00:00:00,2018-07-15,24.0,0.03,0.11599941162880505,0.11896740045964711,0.16942916666666666,0.16912499999999997
SE0014R,2018-07-15 00:00:00,2018-07-16,24.0,0.25,0.2561649777333438,0.2583698998448998,0.75195,0.7672083333333334
SE0014R,2018-07-16 00:00:00,2018-07-17,24.0,0.52,0.24271444024791008,0.243229579517981,0.7080458333333333,0.7149333333333333
SE0014R,2018-07-17 00:00:00,2018-07-18,24.0,0.23,0.09164282105471931,0.09140473310462194,0.40423749999999997,0.4061458333333334
SE0014R,2018-07-18 00:00:00,2018-07-19,24.0,0.24,0.09647300469061353,0.09843760477490716,0.5393708333333334,0.5536458333333333
SE0014R,2018-07-19 00:00:00,2018-07-20,24.0,0.11,0.3103734326215088,0.3160240395635366,0.29902083333333335,0.30096666666666666
SE0014R,2018-07-20 00:00:00,2018-07-21,24.0,0.07,0.2264751632819324,0.2289656118649989,0.32788749999999994,0.32980000000000004
SE0014R,2018-07-21 00:00:00,2018-07-22,24.0,0.15,0.2007776759067922,0.2021323959610611,0.45887916666666667,0.4711625
SE0014R,2018-07-22 00:00:00,2018-07-23,24.0,0.08,0.12960951438043258,0.12869066524572664,0.22208333333333333,0.22079166666666664
SE0014R,2018-07-23 00:00:00,2018-07-24,24.0,0.1,0.2105683094452321,0.2110721392620354,0.25140416666666665,0.2516041666666667
SE0014R,2018-07-24 00:00:00,2018-07-25,24.0,0.3,0.35705676926128566,0.35659204899281266,0.4739625,0.5126
SE0014R,2018-07-25 00:00:00,2018-07-26,24.0,0.56,0.6135419170233607,0.6098187304398417,0.49737500000000007,0.5178708333333333
