site,st,ed,dtH,Obs,DEHM_noBD,DEHM_BD,EMEP_noBD,EMEP_BD
SE0022R,2018-02-11 00:00:00,2018-02-12 00:00:00,24.0,0.45,0.7134063253677677,0.7093860809319409,0.38059166666666666,0.38154166666666667
SE0022R,2018-02-12 00:00:00,2018-02-13 00:00:00,24.0,0.52,0.6903164090467474,0.6678398608418848,0.26687916666666667,0.2662708333333333
SE0022R,2018-02-13 00:00:00,2018-02-14 00:00:00,24.0,0.08,0.05818375974801868,0.05655131881097741,0.07095416666666667,0.069175
SE0022R,2018-02-14 00:00:00,2018-02-15 00:00:00,24.0,0.1,0.11666011415148943,0.11706216239759337,0.1435375,0.14292083333333336
SE0022R,2018-02-15 00:00:00,2018-02-16 00:00:00,24.0,0.25,0.5113925660466524,0.5136699013635152,0.1842708333333333,0.18495416666666667
SE0022R,2018-02-16 00:00:00,2018-02-17 00:00:00,24.0,0.71,1.3430511225934552,1.3341727619674468,0.3258541666666667,0.332375
SE0022R,2018-02-17 00:00:00,2018-02-18 00:00:00,24.0,0.74,1.3023099186263234,1.2838270645281997,0.3492416666666667,0.35062499999999996
SE0022R,2018-02-18 00:00:00,2018-02-19 00:00:00,24.0,0.57,0.49919723543399924,0.48885176078636894,0.23150416666666665,0.2321458333333333
SE0022R,2018-02-19 00:00:00,2018-02-20 00:00:00,24.0,0.98,0.8142021521663304,0.8154341354840726,0.30774166666666664,0.30770416666666667
SE0022R,2018-02-21 00:00:00,2018-02-22 00:00:00,24.0,0.48,0.4338452922012212,0.43478709102709323,0.11568333333333335,0.11551666666666667
SE0022R,2018-02-22 00:00:00,2018-02-23 00:00:00,24.0,0.56,0.35260918157128285,0.3528701840789596,0.13097916666666665,0.13087916666666669
SE0022R,2018-02-23 00:00:00,2018-02-24 00:00:00,24.0,0.33,0.279752873381119,0.28085272661294797,0.10784583333333335,0.10731249999999999
SE0022R,2018-02-24 00:00:00,2018-02-25 00:00:00,24.0,0.21,0.41962800852175786,0.42286883662313207,0.15235833333333335,0.15109166666666665
SE0022R,2018-02-25 00:00:00,2018-02-26 00:00:00,24.0,0.19,0.35498555316004893,0.35104537963949123,0.14127916666666668,0.14035416666666667
SE0022R,2018-02-26 00:00:00,2018-02-27 00:00:00,24.0,0.14,0.31531824580192547,0.311474822442755,0.10828333333333333,0.10809583333333334
SE0022R,2018-02-27 00:00:00,2018-02-28 00:00:00,24.0,0.18,0.4630180941210685,0.4584333391454815,0.11860833333333333,0.11809166666666666
SE0022R,2018-02-28 00:00:00,2018-03-01 00:00:00,24.0,0.26,0.4895292210161312,0.489939511810839,0.16210833333333333,0.16074166666666667
SE0022R,2018-03-01 00:00:00,2018-03-02 00:00:00,24.0,0.22,0.3389678062261458,0.3395861198918311,0.07785833333333333,0.0767625
SE0022R,2018-03-02 00:00:00,2018-03-03 00:00:00,24.0,0.18,0.24855979751786386,0.2520907584336716,0.07315416666666667,0.0724625
SE0022R,2018-03-03 00:00:00,2018-03-04 00:00:00,24.0,0.18,0.2854475656897879,0.28851484919886417,0.119625,0.11843749999999999
SE0022R,2018-03-04 00:00:00,2018-03-05 00:00:00,24.0,0.18,0.314548906488497,0.31855225019054273,0.121025,0.12052916666666667
SE0022R,2018-03-05 00:00:00,2018-03-06 00:00:00,24.0,0.45,0.6254368638221225,0.6276755330551619,0.15685833333333332,0.1564
SE0022R,2018-03-06 00:00:00,2018-03-07 00:00:00,24.0,0.54,1.0077879858644974,1.0119633929579477,0.4420583333333334,0.44173750000000006
SE0022R,2018-03-07 00:00:00,2018-03-08 00:00:00,24.0,0.42,0.974310438813245,0.978976765561718,0.6128125,0.6149541666666667
SE0022R,2018-03-08 00:00:00,2018-03-09 00:00:00,24.0,0.44,0.7040004674789003,0.7039967020631561,0.38431666666666664,0.38565000000000005
SE0022R,2018-03-09 00:00:00,2018-03-10 00:00:00,24.0,0.66,0.3434495449040287,0.3524299318402173,0.24634583333333335,0.24640416666666665
SE0022R,2018-03-10 00:00:00,2018-03-11 00:00:00,24.0,0.74,0.3066846102609267,0.3085978559160105,0.2605583333333333,0.26091250000000005
SE0022R,2018-03-11 00:00:00,2018-03-12 00:00:00,24.0,0.76,0.31289813114795173,0.31654804245929874,0.20251666666666668,0.20277916666666665
SE0022R,2018-03-12 00:00:00,2018-03-13 00:00:00,24.0,0.37,0.8402061859602465,0.84776305118992,0.6673041666666667,0.6681499999999999
SE0022R,2018-03-13 00:00:00,2018-03-14 00:00:00,24.0,0.36,0.41605221829461686,0.42039278117774753,0.229425,0.22939166666666666
SE0022R,2018-03-14 00:00:00,2018-03-15 00:00:00,24.0,0.22,0.18945559584041374,0.19088157183516605,0.19637916666666666,0.1962125
SE0022R,2018-03-15 00:00:00,2018-03-16 00:00:00,24.0,0.2,0.16456557221784937,0.16615840829178527,0.11962083333333334,0.12020833333333332
SE0022R,2018-03-16 00:00:00,2018-03-17 00:00:00,24.0,0.16,0.45068051981561563,0.45048083555066004,0.04816666666666666,0.0486625
SE0022R,2018-03-17 00:00:00,2018-03-18 00:00:00,24.0,0.22,0.3681566995080556,0.3709163086252028,0.07385833333333333,0.07207916666666668
SE0022R,2018-03-18 00:00:00,2018-03-19 00:00:00,24.0,0.12,0.16994789933126256,0.17118106689976523,0.03941666666666666,0.03899166666666667
SE0022R,2018-03-19 00:00:00,2018-03-20 00:00:00,24.0,0.02,0.08239473316025418,0.08232867368060544,0.03540416666666667,0.03395
SE0022R,2018-03-20 00:00:00,2018-03-21 00:00:00,24.0,0.17,0.41784335124312727,0.4128752085957446,0.06227916666666666,0.06147083333333333
SE0022R,2018-03-21 00:00:00,2018-03-22 00:00:00,24.0,0.07,0.17675633650580327,0.17573208190454603,0.046879166666666666,0.046441666666666666
SE0022R,2018-03-23 00:00:00,2018-03-24 00:00:00,24.0,0.03,0.07177539362040845,0.07185263104323164,0.045020833333333336,0.0444125
SE0022R,2018-03-24 00:00:00,2018-03-25 00:00:00,24.0,0.12,0.18058818646144456,0.18090232193009417,0.2547041666666667,0.2494875
SE0022R,2018-03-25 00:00:00,2018-03-26 00:00:00,24.0,0.06,0.0761816387915585,0.07620268361715327,0.10639166666666668,0.10564999999999998
SE0022R,2018-03-26 00:00:00,2018-03-27 00:00:00,24.0,0.1,0.20354095409134298,0.20353876147843272,0.041975000000000005,0.0420875
SE0022R,2018-03-27 00:00:00,2018-03-28 00:00:00,24.0,0.09,0.16395807714094593,0.16368164260100523,0.04435833333333333,0.044500000000000005
SE0022R,2018-03-28 00:00:00,2018-03-29 00:00:00,24.0,0.05,0.1037918363114686,0.10268372050520591,0.03139166666666667,0.031466666666666664
SE0022R,2018-03-29 00:00:00,2018-03-30 00:00:00,24.0,0.05,0.12678786925467542,0.1256618472931317,0.03897916666666667,0.0390375
