site,st,ed,dtH,Obs,DEHM_noBD,DEHM_BD
DK0012R,2020-01-01 07:00:00,2020-01-02 07:00:00,24.0,0.011,0.2116437720006703,0.204023967539668
DK0012R,2020-01-02 07:00:00,2020-01-03 07:00:00,24.0,0.006,0.22737336836576452,0.22583182183206074
DK0012R,2020-01-03 07:00:00,2020-01-04 07:00:00,24.0,0.019,0.07404564456433045,0.07122447340935459
DK0012R,2020-01-04 07:00:00,2020-01-05 07:00:00,24.0,0.024,0.060954881116151716,0.060565067732036015
DK0012R,2020-01-05 07:00:00,2020-01-06 07:00:00,24.0,0.027,0.07493410353243342,0.07444011924743642
DK0012R,2020-01-06 07:00:00,2020-01-07 07:00:00,24.0,0.071,0.194594863064289,0.1939649200874566
DK0012R,2020-01-07 07:00:00,2020-01-08 07:00:00,24.0,0.067,0.09860846384882915,0.09830791274130335
DK0012R,2020-01-08 07:00:00,2020-01-09 07:00:00,24.0,0.034,0.05238715519547452,0.05231518816024055
DK0012R,2020-01-09 07:00:00,2020-01-10 07:00:00,24.0,0.012,0.10143632249712935,0.10138933498740188
DK0012R,2020-01-10 07:00:00,2020-01-11 07:00:00,24.0,0.04,0.06394148988127697,0.06365751685172309
DK0012R,2020-01-11 07:00:00,2020-01-12 07:00:00,24.0,0.073,0.09086626978069534,0.09100930005908002
DK0012R,2020-01-12 07:00:00,2020-01-13 07:00:00,24.0,0.017,0.04428511059164989,0.04398018927961576
DK0012R,2020-01-13 07:00:00,2020-01-14 07:00:00,24.0,0.072,0.203275505028963,0.19886258769184342
DK0012R,2020-01-14 07:00:00,2020-01-15 07:00:00,24.0,0.052,0.11704206578731526,0.11824255815684785
DK0012R,2020-01-15 07:00:00,2020-01-16 07:00:00,24.0,0.071,0.10719869693815699,0.10792288698732845
DK0012R,2020-01-16 07:00:00,2020-01-17 07:00:00,24.0,0.111,0.21171195038914672,0.20646232830524436
DK0012R,2020-01-17 07:00:00,2020-01-18 07:00:00,24.0,0.167,0.20727633830785744,0.20347443922936903
DK0012R,2020-01-18 07:00:00,2020-01-19 07:00:00,24.0,0.019,0.044518794235289004,0.044489653331637256
DK0012R,2020-01-19 07:00:00,2020-01-20 07:00:00,24.0,0.059,0.06003361095011225,0.059668315043449306
DK0012R,2020-01-20 07:00:00,2020-01-21 07:00:00,24.0,0.019,0.0383360110335051,0.03867372429147353
DK0012R,2020-01-21 07:00:00,2020-01-22 07:00:00,24.0,0.014,0.03815855328321444,0.03778283951848734
DK0012R,2020-01-22 07:00:00,2020-01-23 07:00:00,24.0,0.026,0.0926280883610248,0.09154040504485357
DK0012R,2020-01-23 07:00:00,2020-01-24 07:00:00,24.0,0.004,0.05891680471986523,0.058199308896958735
DK0012R,2020-01-24 07:00:00,2020-01-25 07:00:00,24.0,0.016,0.06264404558569181,0.06225351030409326
DK0012R,2020-01-25 07:00:00,2020-01-26 07:00:00,24.0,0.016,0.0818308497095107,0.08153836603254068
DK0012R,2020-01-26 07:00:00,2020-01-27 07:00:00,24.0,0.07,0.34423392838001243,0.3373883249890804
DK0012R,2020-01-27 07:00:00,2020-01-28 07:00:00,24.0,0.046,0.21427192468523973,0.20713738135337822
DK0012R,2020-01-28 07:00:00,2020-01-29 07:00:00,24.0,0.052,0.12768966777801502,0.1269797353619336
DK0012R,2020-01-29 07:00:00,2020-01-30 07:00:00,24.0,0.026,0.045059151175767066,0.045084830821901456
DK0012R,2020-01-30 07:00:00,2020-01-31 07:00:00,24.0,0.022,0.04856381054371584,0.04864962092578399
DK0012R,2020-01-31 07:00:00,2020-02-01 07:00:00,24.0,0.012,0.05966336822569359,0.05979690726697432
DK0012R,2020-02-01 07:00:00,2020-02-02 07:00:00,24.0,0.011,0.057665750911533746,0.05806279957681885
DK0012R,2020-02-02 07:00:00,2020-02-03 07:00:00,24.0,0.027,0.044533056602477916,0.04478275391429653
DK0012R,2020-02-03 07:00:00,2020-02-04 07:00:00,24.0,0.03,0.05960010740876187,0.05994324573367824
DK0012R,2020-02-04 07:00:00,2020-02-05 07:00:00,24.0,0.014,0.04270266701906907,0.04301127861380568
DK0012R,2020-02-05 07:00:00,2020-02-06 07:00:00,24.0,0.039,0.057881229630410556,0.05768964233070601
DK0012R,2020-02-06 07:00:00,2020-02-07 07:00:00,24.0,0.028,0.04878412509202945,0.04875837401360261
DK0012R,2020-02-07 07:00:00,2020-02-08 07:00:00,24.0,0.011,0.2186763422107696,0.20724803933739655
DK0012R,2020-02-08 07:00:00,2020-02-09 07:00:00,24.0,0.189,0.39117000896096227,0.3815668438720703
DK0012R,2020-02-09 07:00:00,2020-02-10 07:00:00,24.0,0.055,0.0925572036460041,0.09144844801396122
DK0012R,2020-02-10 07:00:00,2020-02-11 07:00:00,24.0,0.012,0.015343243554681425,0.01540885022282589
