site,st,ed,dtH,Obs,DEHM_noBD,DEHM_BD
SE0014R,2013-01-01 06:00:00,2013-01-02 06:00:00,24.0,0.15,0.04366823673922562,0.045014695041328594
SE0014R,2013-01-02 06:00:00,2013-01-03 06:00:00,24.0,0.08,0.03589244043810286,0.036567989895958386
SE0014R,2013-01-03 06:00:00,2013-01-04 06:00:00,24.0,0.04,0.02026625367489636,0.021308502463037077
SE0014R,2013-01-04 06:00:00,2013-01-05 06:00:00,24.0,0.04,0.038215148600656494,0.04258167705485591
SE0014R,2013-01-05 06:00:00,2013-01-06 06:00:00,24.0,0.04,0.05269482002960513,0.05535900347744108
SE0014R,2013-01-06 06:00:00,2013-01-07 06:00:00,24.0,0.07,0.045309100519176505,0.047866614727619966
SE0014R,2013-01-07 06:00:00,2013-01-08 06:00:00,24.0,0.17,0.11664973904378706,0.11940545328594739
SE0014R,2013-01-08 06:00:00,2013-01-09 06:00:00,24.0,0.18,0.15245360210448497,0.15611509696185585
SE0014R,2013-01-09 06:00:00,2013-01-10 06:00:00,24.0,0.12,0.05459574871908867,0.05609670586459331
SE0014R,2013-01-10 06:00:00,2013-01-11 06:00:00,24.0,0.06,0.01786418310778208,0.0189219814218673
SE0014R,2013-01-11 06:00:00,2013-01-12 06:00:00,24.0,0.05,0.022171491015739658,0.02432627060364924
SE0014R,2013-01-12 06:00:00,2013-01-13 06:00:00,24.0,0.08,0.051052594962799853,0.05697197255596511
SE0014R,2013-01-13 06:00:00,2013-01-14 06:00:00,24.0,0.18,0.053521686464082376,0.06118942922597743
SE0014R,2013-01-14 06:00:00,2013-01-15 06:00:00,24.0,0.27,0.09371821156602345,0.10877134539708488
SE0014R,2013-01-15 06:00:00,2013-01-16 06:00:00,24.0,0.12,0.05570651124743738,0.06307065337281666
SE0014R,2013-01-16 06:00:00,2013-01-17 06:00:00,24.0,0.22,0.016653328438452377,0.02236210601700464
SE0014R,2013-01-17 06:00:00,2013-01-18 06:00:00,24.0,0.13,0.032223775150142527,0.037995192071860584
SE0014R,2013-01-18 06:00:00,2013-01-19 06:00:00,24.0,0.1,0.06599528452810825,0.07702179639535019
SE0014R,2013-01-19 06:00:00,2013-01-20 06:00:00,24.0,0.08,0.041654826743965895,0.05174390838155516
SE0014R,2013-01-20 06:00:00,2013-01-21 06:00:00,24.0,0.06,0.007722934218468061,0.009098375367782937
SE0014R,2013-01-21 06:00:00,2013-01-22 06:00:00,24.0,0.08,0.013369595723012384,0.016947751095490463
SE0014R,2013-01-22 06:00:00,2013-01-23 06:00:00,24.0,0.12,0.009186384025392987,0.012240760306878859
SE0014R,2013-01-23 06:00:00,2013-01-24 06:00:00,24.0,0.06,0.005236682236557755,0.007520387193765409
SE0014R,2013-01-24 06:00:00,2013-01-25 06:00:00,24.0,0.18,0.006872912260768854,0.009712050307383674
SE0014R,2013-01-25 06:00:00,2013-01-26 06:00:00,24.0,0.29,0.07520075616415582,0.10015218893595035
SE0014R,2013-01-26 06:00:00,2013-01-27 06:00:00,24.0,0.45,0.11128512859039003,0.16413024497091763
SE0014R,2013-01-27 06:00:00,2013-01-28 06:00:00,24.0,0.13,0.0711276094323396,0.07621448892340058
SE0014R,2013-01-28 06:00:00,2013-01-29 06:00:00,24.0,0.18,0.0730385192658379,0.07786451872758561
