par,site,Simcase,RMSE,MB,Corr,N
SO2,DK0003R,DEHM_noBD,0.34735838824194815,0.09559151459152343,0.4142859898247347,347
SO2,DK0003R,DEHM_BD,0.3380304691282392,0.0925952817858822,0.4158921463270499,347
SO2,DK0003R,EMEP_noBD,0.17763744952873547,0.0787231868395773,0.6844018619025006,347
SO2,DK0003R,EMEP_BD,0.174942140828727,0.07787820605187315,0.6823746525010947,347
SO2,DK0003R,MATCH_noBD,0.9550047091252871,0.6683538652680115,0.366870884190291,347
SO2,DK0003R,MATCH_BD,0.9570257066906179,0.6727356227319884,0.3756358672905357,347
SO2,DK0031R,DEHM_noBD,0.33527604156705954,0.05652798183766982,0.3383215039519626,329
SO2,DK0031R,DEHM_BD,0.33040295005893383,0.0549019703152762,0.33971781763387826,329
SO2,DK0031R,EMEP_noBD,0.14005609905823962,0.02597197315096248,0.5838011283641119,329
SO2,DK0031R,EMEP_BD,0.13683971850356874,0.02558118034447818,0.5858085501782949,329
SO2,DK0031R,MATCH_noBD,2.0343303828834567,1.6414199014224924,0.2923862530862534,329
SO2,DK0031R,MATCH_BD,2.0596714564300758,1.6678634425775078,0.29420745898813744,329
SO2,NL10444,DEHM_noBD,0.5126691158677823,0.11195955075527891,0.3903695582122112,8214
SO2,NL10444,DEHM_BD,0.5105667190207048,0.11096387286508604,0.39152183264162094,8214
SO2,NL10444,EMEP_noBD,0.810422683014029,0.327550876552228,0.3649461093071902,8214
SO2,NL10444,EMEP_BD,0.8046980598347595,0.32853944485025566,0.36029624179129804,8214
SO2,NL10444,MATCH_noBD,1.5251583122145524,1.1314726922503044,0.1269711181063017,8214
SO2,NL10444,MATCH_BD,1.533208634912192,1.1405776148039932,0.12864722513181368,8214
SO2,SE0014R,DEHM_noBD,0.2694014299117431,-0.05056073755529287,0.29024100198328945,357
SO2,SE0014R,DEHM_BD,0.2648475320728888,-0.05521797537912131,0.2826882784949302,357
SO2,SE0014R,EMEP_noBD,0.14893727945600768,-0.00794066293183944,0.41277784409675916,357
SO2,SE0014R,EMEP_BD,0.14855555976000778,-0.00481454248366017,0.4144645237845651,357
SO2,SE0014R,MATCH_noBD,0.9452723407588961,0.841081664044818,0.11892577151761197,357
SO2,SE0014R,MATCH_BD,0.9604938825708101,0.8598309989915967,0.13886543590423894,357
SO2,SE0020R,DEHM_noBD,0.3317593700472888,0.021591122893832478,0.5640609636303181,361
SO2,SE0020R,DEHM_BD,0.31962435040519555,0.01810597529958843,0.567464132283459,361
SO2,SE0020R,EMEP_noBD,0.2083656195377161,-0.009920337026777509,0.4994042230219707,361
SO2,SE0020R,EMEP_BD,0.20538824751566806,-0.00964675669436754,0.5031630132295482,361
SO2,SE0020R,MATCH_noBD,0.6869038692210507,0.47285611328531857,0.1681230222878184,361
SO2,SE0020R,MATCH_BD,0.686989485851458,0.4795999504487535,0.1842346253708179,361
SO2,SE0022R,DEHM_noBD,0.1466094094532412,-0.0164713688687019,0.1600918091946535,351
SO2,SE0022R,DEHM_BD,0.14394878902045713,-0.01839973647376594,0.16461988207320327,351
SO2,SE0022R,EMEP_noBD,0.10751754466646521,-0.029099354408649313,0.2974882965389355,351
SO2,SE0022R,EMEP_BD,0.10648663513420165,-0.027804972970998647,0.3049971963549128,351
SO2,SE0022R,MATCH_noBD,0.36469973486263074,0.20915501238658776,0.1240971343301232,351
SO2,SE0022R,MATCH_BD,0.36654165246529685,0.21436737990620208,0.1427508723112093,351
NO2,DK0012R,DEHM_noBD,1.5837813496612476,-0.47738472606319216,0.5767380764176502,8185
NO2,DK0012R,DEHM_BD,1.5837828291292875,-0.4773912103186201,0.576730116109791,8185
NO2,DK0012R,EMEP_noBD,1.4609535949985397,-0.22605263286499697,0.6286699087506825,8185
NO2,DK0012R,EMEP_BD,1.4610863750890923,-0.22537521075137448,0.6285656882212247,8185
NO2,DK0012R,MATCH_noBD,1.8849564910369605,0.3685749850634087,0.5683824298392167,8185
NO2,DK0012R,MATCH_BD,1.8850894304390802,0.369236219229322,0.568497436044221,8185
NO2,DK0031R,DEHM_noBD,1.2646503335979578,-0.14095574451517737,0.5288212983842728,8093
NO2,DK0031R,DEHM_BD,1.2644852900454668,-0.14098646203100437,0.5289259977601048,8093
NO2,DK0031R,EMEP_noBD,1.0971823119610602,-0.4645552329173359,0.7579882908262132,8093
NO2,DK0031R,EMEP_BD,1.0973323968586735,-0.4643188928703818,0.7577945009023992,8093
NO2,DK0031R,MATCH_noBD,1.0567507143084953,-0.4607963490759916,0.7712755688958557,8093
NO2,DK0031R,MATCH_BD,1.0564238786578537,-0.46046371027999505,0.771341216267036,8093
NO2,NL10131,DEHM_noBD,3.153577470514129,-0.35968158328229477,0.5032922484804901,8709
NO2,NL10131,DEHM_BD,3.1534906712520683,-0.3596751243648266,0.5033170730565335,8709
NO2,NL10131,EMEP_noBD,2.7195764481009763,-0.8968964232403265,0.6728537826835744,8709
NO2,NL10131,EMEP_BD,2.71933044670711,-0.896598834538983,0.6728453289670091,8709
NO2,NL10131,MATCH_noBD,2.925445944034408,-0.4393819883541166,0.5854968202928539,8709
NO2,NL10131,MATCH_BD,2.9247520667385403,-0.43832708670478826,0.5856780290857583,8709
NO2,NL10444,DEHM_noBD,3.806851885007331,1.6719219687168487,0.6395317472524655,8717
NO2,NL10444,DEHM_BD,3.8069465266091607,1.6722534317054123,0.6395626809731151,8717
NO2,NL10444,EMEP_noBD,2.646498608113491,0.6626179897518256,0.7725355507397768,8717
NO2,NL10444,EMEP_BD,2.647179421494482,0.6626446273565061,0.772336906042373,8717
NO2,NL10444,MATCH_noBD,4.032539164894794,1.651921254571374,0.596684485353673,8717
NO2,NL10444,MATCH_BD,4.032906054988181,1.6526591019179382,0.5967201948052124,8717
NO2,NL10633,DEHM_noBD,3.8694937929563396,1.5791564561346805,0.47248154582513785,8573
NO2,NL10633,DEHM_BD,3.8694620142122655,1.579253379176097,0.4725122142862671,8573
NO2,NL10633,EMEP_noBD,2.7855594680453177,1.1872033010614718,0.7526701265863981,8573
NO2,NL10633,EMEP_BD,2.7852903141433236,1.186826723434037,0.752487248718146,8573
NO2,NL10633,MATCH_noBD,3.468343377587291,1.2360882344122242,0.6063733741020777,8573
NO2,NL10633,MATCH_BD,3.468527097780237,1.2368041021066136,0.6064315570272055,8573
NO2,NL10738,DEHM_noBD,2.7371685098983223,0.43607421063462254,0.5598811943548928,8727
NO2,NL10738,DEHM_BD,2.73705286103538,0.4361532879060804,0.559922077044036,8727
NO2,NL10738,EMEP_noBD,2.3907246773553728,0.37362595202627835,0.7131161030378673,8727
NO2,NL10738,EMEP_BD,2.3904317893657834,0.37366712310454125,0.7130077621809681,8727
NO2,NL10738,MATCH_noBD,2.3706829413996777,-0.32980036552889513,0.6705241717268002,8727
NO2,NL10738,MATCH_BD,2.37028176327073,-0.32900265979359095,0.6706231702463513,8727
NO2,SE0014R,DEHM_noBD,0.6681324811322495,0.02906398649734479,0.42445861053005446,364
NO2,SE0014R,DEHM_BD,0.668059157270958,0.02898551090457508,0.4244106962070488,364
NO2,SE0014R,EMEP_noBD,0.6989508259587858,0.340383711080586,0.7573297946175878,364
NO2,SE0014R,EMEP_BD,0.6994982758101608,0.34086370192307697,0.7572734518117772,364
NO2,SE0014R,MATCH_noBD,0.6201749560582217,0.15168689740109895,0.6823290609454551,364
NO2,SE0014R,MATCH_BD,0.6203233040260152,0.1520843686126374,0.6824043958911798,364
NO2,SE0020R,DEHM_noBD,0.7037929810256596,0.3509833134599975,0.6516940513574492,361
NO2,SE0020R,DEHM_BD,0.7034456171831664,0.35093656571642473,0.6519600715606262,361
NO2,SE0020R,EMEP_noBD,0.5298285709471903,0.17932097183748846,0.7268194784813037,361
NO2,SE0020R,EMEP_BD,0.5300830193809173,0.1800028739612188,0.7268942095710725,361
NO2,SE0020R,MATCH_noBD,0.7655540954781505,0.386540617066482,0.717285811469333,361
NO2,SE0020R,MATCH_BD,0.7662156863811609,0.38717635539889206,0.7173334836318388,361
NO2,SE0022R,DEHM_noBD,0.46501926476891037,0.274283561530967,0.4579226744501107,342
NO2,SE0022R,DEHM_BD,0.46504534534156183,0.2742483062669351,0.45774669892933645,342
NO2,SE0022R,EMEP_noBD,0.3740631423015908,0.19160924801319537,0.6499680783313497,342
NO2,SE0022R,EMEP_BD,0.37438332218283615,0.19193624418953364,0.6498408712923629,342
NO2,SE0022R,MATCH_noBD,0.4644484927258543,0.1881670432577598,0.645416926700686,342
NO2,SE0022R,MATCH_BD,0.46471476436363285,0.1883783498834908,0.6454708938028634,342
NH4,DK0012R,DEHM_noBD,0.6349476034716837,0.025750652313985076,0.7874478601370205,348
NH4,DK0012R,DEHM_BD,0.5958528316572912,-0.07923381629884975,0.7802513748213515,348
NH4,DK0012R,EMEP_noBD,0.49912982274764783,-0.1460821360153257,0.8247112434026553,348
NH4,DK0012R,EMEP_BD,0.4978114156025057,-0.1516678400383142,0.8297718548594045,348
NH4,DK0012R,MATCH_noBD,0.46418673081204204,0.11504790469348658,0.8464956555476346,348
NH4,DK0012R,MATCH_BD,0.46410433652938937,0.09861755268199232,0.8423279955935403,348
NH4,DK0003R,DEHM_noBD,0.6003095203222926,0.16859526291176818,0.826098537306456,347
NH4,DK0003R,DEHM_BD,0.5405776419419949,0.07459952384149025,0.8226914283414356,347
NH4,DK0003R,EMEP_noBD,0.47401971604878407,-0.0670826368876081,0.8362425494692054,347
NH4,DK0003R,EMEP_BD,0.47124105804966393,-0.07019682997118158,0.8405721264318005,347
NH4,DK0003R,MATCH_noBD,0.5675944823256076,0.2043920028818444,0.8047653611714491,347
NH4,DK0003R,MATCH_BD,0.5624809414442167,0.18638475024015363,0.8011959970628928,347
NH4,DK0031R,DEHM_noBD,0.5781324529688815,0.13722285339534365,0.8573888515342726,344
NH4,DK0031R,DEHM_BD,0.5241515048010437,0.049253755227334765,0.8543124448955441,344
NH4,DK0031R,EMEP_noBD,0.4885852272794893,-0.1355697916666667,0.8562401250303885,344
NH4,DK0031R,EMEP_BD,0.4851517150582593,-0.13921792635658917,0.8592405779385343,344
NH4,DK0031R,MATCH_noBD,0.7000197370056738,0.14730251937984493,0.7457871736803587,344
NH4,DK0031R,MATCH_BD,0.6960767405550725,0.13175197432170543,0.7415230606597669,344
NH4,SE0014R,DEHM_noBD,0.6131373650936383,0.2992026901222086,0.606559676286327,358
NH4,SE0014R,DEHM_BD,0.5252722426621951,0.22262818106283208,0.6103632389996909,358
NH4,SE0014R,EMEP_noBD,0.3875372116375608,0.12801241852886402,0.7062825554555286,358
NH4,SE0014R,EMEP_BD,0.3816158747231999,0.11748406657355677,0.7171347799251181,358
NH4,SE0014R,MATCH_noBD,0.5697461302548535,0.37659051443202984,0.705473074393416,358
NH4,SE0014R,MATCH_BD,0.5527914637663573,0.3598534334264432,0.7048178705523542,358
NH4,SE0020R,DEHM_noBD,0.957465097230916,0.619964554703471,0.7092920942507964,356
NH4,SE0020R,DEHM_BD,0.8248336918383515,0.5129448486592768,0.7152684063319653,356
NH4,SE0020R,EMEP_noBD,0.5311087781215175,0.2689474602059925,0.6968514250610072,356
NH4,SE0020R,EMEP_BD,0.5254575259251977,0.25605806413857674,0.7092623676005545,356
NH4,SE0020R,MATCH_noBD,0.6955250274871803,0.5254449087078651,0.7453653070243055,356
NH4,SE0020R,MATCH_BD,0.6768913415873146,0.5043736657303372,0.7421494122394144,356
NH4,SE0022R,DEHM_noBD,0.37865791640798774,0.19777913649723405,0.6082178798442514,310
NH4,SE0022R,DEHM_BD,0.30668266861876875,0.15086438416059866,0.6154441637462387,310
NH4,SE0022R,EMEP_noBD,0.24200242709476505,0.05382523469809757,0.47771783357616093,310
NH4,SE0022R,EMEP_BD,0.2397844120645494,0.04693566066997514,0.48672831241591313,310
NH4,SE0022R,MATCH_noBD,0.3432650940657095,0.2549051757650951,0.5631603939668643,310
NH4,SE0022R,MATCH_BD,0.3276452261386564,0.244392573407775,0.5610302732731506,310
HNO3,SE0014R,DEHM_noBD,0.10656972129373168,-0.015638125988361132,0.5580120895758338,355
HNO3,SE0014R,DEHM_BD,0.10560342653993729,-0.009371933314528465,0.579637983789193,355
HNO3,SE0014R,EMEP_noBD,0.10657794139795156,0.00791845070422532,0.6381717280812248,355
HNO3,SE0014R,EMEP_BD,0.10971103434465372,0.011129847417840337,0.6425328697203966,355
HNO3,SE0014R,MATCH_noBD,0.14951983219396858,0.06481841773521126,0.6554180941008615,355
HNO3,SE0014R,MATCH_BD,0.1497269317539036,0.06800165042253521,0.6717814566297069,355
HNO3,SE0020R,DEHM_noBD,0.17560600961100833,0.04642776819164602,0.5053769270406213,351
HNO3,SE0020R,DEHM_BD,0.18186082240601809,0.059209192294007354,0.5276678130679354,351
HNO3,SE0020R,EMEP_noBD,0.08805518827720507,-0.027712891737891775,0.6512403970880204,351
HNO3,SE0020R,EMEP_BD,0.08811018932037686,-0.023658333333333375,0.6525382628874028,351
HNO3,SE0020R,MATCH_noBD,0.10404995729886361,0.0024929809914529793,0.5712644791351691,351
HNO3,SE0020R,MATCH_BD,0.10332048318325722,0.006237285179487157,0.5900048687931007,351
HNO3,SE0022R,DEHM_noBD,0.06890873692332755,0.006543062682294594,0.5055125272271987,341
HNO3,SE0022R,DEHM_BD,0.06822171392295465,0.008568141316610205,0.5246519852014287,341
HNO3,SE0022R,EMEP_noBD,0.051879036516161846,-0.01572186348597643,0.6247635451806911,341
HNO3,SE0022R,EMEP_BD,0.05119676463604633,-0.014381762726520832,0.6331716496916218,341
HNO3,SE0022R,MATCH_noBD,0.054263934724491474,-0.015551787638168295,0.6064155991849453,341
HNO3,SE0022R,MATCH_BD,0.05238240889417031,-0.014374510819535318,0.629753233894641,341
SO4,DK0012R,DEHM_noBD,0.4247804841203495,-0.28865189354533743,0.8278345622252714,350
SO4,DK0012R,DEHM_BD,0.42575661705451445,-0.28985067201278597,0.8314139781995682,350
SO4,DK0012R,EMEP_noBD,0.45432732590581887,-0.29252896428571434,0.6926053688103703,350
SO4,DK0012R,EMEP_BD,0.4543964397252908,-0.2943500238095238,0.6967973574184575,350
SO4,DK0012R,MATCH_noBD,1.6663929009492116,0.4252175000000001,0.48770776901000307,350
SO4,DK0012R,MATCH_BD,1.6664797155998639,0.4266579642857143,0.48821237488788016,350
SO4,DK0003R,DEHM_noBD,0.3741410214818011,-0.23473174084012083,0.8191873531355495,343
SO4,DK0003R,DEHM_BD,0.37473339242139037,-0.2357927807425787,0.8231372541383292,343
SO4,DK0003R,EMEP_noBD,0.3913632101273093,-0.24635420310981537,0.7729282984113318,343
SO4,DK0003R,EMEP_BD,0.3910240037889826,-0.2468585155490768,0.7727285643440548,343
SO4,DK0003R,MATCH_noBD,1.5578642459973253,0.4462228862973761,0.5149017955894771,343
SO4,DK0003R,MATCH_BD,1.5579652627491527,0.4474507653061224,0.515387426083938,343
SO4,DK0031R,DEHM_noBD,0.36378572461737085,-0.22106300775147691,0.760536082033696,329
SO4,DK0031R,DEHM_BD,0.36418086141054185,-0.22207218422388708,0.7644085491014253,329
SO4,DK0031R,EMEP_noBD,0.37415314686329787,-0.2324130699088146,0.7259705862368064,329
SO4,DK0031R,EMEP_BD,0.3727414924197322,-0.2320061296859169,0.726808995635447,329
SO4,DK0031R,MATCH_noBD,1.720607527016279,0.5261322188449847,0.4886816233169,329
SO4,DK0031R,MATCH_BD,1.7207099300611082,0.5274200607902736,0.4891599183941172,329
SO4,SE0014R,DEHM_noBD,0.18149798535402545,-0.06526397578458996,0.6971830993979168,347
SO4,SE0014R,DEHM_BD,0.18105625582315737,-0.06654996154253572,0.6999173894597989,347
SO4,SE0014R,EMEP_noBD,0.185391851299236,-0.08492759365994242,0.7121721120614116,347
SO4,SE0014R,EMEP_BD,0.18624342601818297,-0.0859182997118156,0.7107452293675073,347
SO4,SE0014R,MATCH_noBD,1.1613694497895357,0.5512435518731988,0.5772465224898942,347
SO4,SE0014R,MATCH_BD,1.1619601602758822,0.5525493876080692,0.5779165329886113,347
SO4,SE0020R,DEHM_noBD,0.3821336956414904,-0.10015755008972493,0.40518738843630786,353
SO4,SE0020R,DEHM_BD,0.3815215244764615,-0.10148720194493233,0.40811769645303164,353
SO4,SE0020R,EMEP_noBD,0.385104020308338,-0.12280023607176586,0.43379923442725127,353
SO4,SE0020R,EMEP_BD,0.3845603438016159,-0.124308156279509,0.43850741003448573,353
SO4,SE0020R,MATCH_noBD,1.4518037519467013,0.5388995396600567,0.29341698590088805,353
SO4,SE0020R,MATCH_BD,1.4522524226770595,0.5405106940509915,0.2937515176822481,353
SO4,SE0022R,DEHM_noBD,0.1578023149100278,-0.0034612506185215056,0.5778127001915664,333
SO4,SE0022R,DEHM_BD,0.1573076961918037,-0.005109686202713395,0.575722671724958,333
SO4,SE0022R,EMEP_noBD,0.14774318741337794,-0.06018293100793105,0.6712165377862334,333
SO4,SE0022R,EMEP_BD,0.14765721947464783,-0.06070899168399172,0.6734177057910442,333
SO4,SE0022R,MATCH_noBD,0.7318812416247288,0.3440906906906907,0.47307763009791115,333
SO4,SE0022R,MATCH_BD,0.7320446382051993,0.34483817567567565,0.47339396706752646,333
NH3,DK0012R,DEHM_noBD,0.6938284277257851,-0.32168833079028636,0.425684536020345,349
NH3,DK0012R,DEHM_BD,0.7394559951218902,-0.4199879679526011,0.4050037173961273,349
NH3,DK0012R,EMEP_noBD,0.9250962907977426,0.5334885267430755,0.5503174359166484,349
NH3,DK0012R,EMEP_BD,0.7904594333672398,0.26606035100286535,0.43125056944808915,349
NH3,DK0012R,MATCH_noBD,1.0275825445419269,0.1590603976977078,0.3476276674878506,349
NH3,DK0012R,MATCH_BD,1.0421962022833413,0.07794046971489971,0.24950520579801141,349
NH3,DK0003R,DEHM_noBD,1.4353510663392766,0.20061536571109267,0.5803488137115308,342
NH3,DK0003R,DEHM_BD,1.3115524990699488,-0.06591435965058533,0.5415869441407343,342
NH3,DK0003R,EMEP_noBD,1.6197963512292444,1.0172618238304094,0.599568819633604,342
NH3,DK0003R,EMEP_BD,1.6768878229833784,0.8549896320662768,0.5025462437112953,342
NH3,DK0003R,MATCH_noBD,1.2406677996262288,0.30051862233333343,0.46357193030308635,342
NH3,DK0003R,MATCH_BD,1.0696912377582197,-0.09705443633479534,0.41237290812716804,342
NH3,DK0031R,DEHM_noBD,0.9525142598961633,0.2040090034784784,0.7539063038144916,331
NH3,DK0031R,DEHM_BD,0.9387631797743162,-0.004590365518169882,0.7559340611590644,331
NH3,DK0031R,EMEP_noBD,1.2526177697851908,0.8197799345417924,0.7994673078990181,331
NH3,DK0031R,EMEP_BD,1.1022306967861437,0.6163762588116817,0.8307951648637256,331
NH3,DK0031R,MATCH_noBD,0.9978612719039298,-0.13585108003021149,0.7188653940954346,331
NH3,DK0031R,MATCH_BD,1.1906359749749849,-0.4072418349410877,0.7137324548742559,331
NH3,NL10131,DEHM_noBD,23.05619213061801,-10.317611734261577,0.2538162770825824,8033
NH3,NL10131,DEHM_BD,24.059322754762036,-12.096219207405396,0.2166177602184354,8033
NH3,NL10131,EMEP_noBD,21.16402792392911,-5.6443313186048725,0.274857200924483,8033
NH3,NL10131,EMEP_BD,21.08962366603137,-5.36238273152657,0.27629661609217576,8033
NH3,NL10131,MATCH_noBD,22.38014922557934,-9.074699231214359,0.28442726239706534,8033
NH3,NL10131,MATCH_BD,24.00034068875833,-11.764437171346312,0.18728258027780492,8033
NH3,NL10444,DEHM_noBD,2.781599714147351,-0.06467504887977113,0.4312480095143103,7314
NH3,NL10444,DEHM_BD,2.809022739321338,-0.5546703103411598,0.3948845470367789,7314
NH3,NL10444,EMEP_noBD,2.454080879983768,-0.4944609829657866,0.6558414302961129,7314
NH3,NL10444,EMEP_BD,2.456123891837259,-0.7973163698949637,0.6454171770192109,7314
NH3,NL10444,MATCH_noBD,2.8871839227987683,-0.049957552991490795,0.5706058549708865,7314
NH3,NL10444,MATCH_BD,2.772045311832866,-0.7179666389143784,0.5124161450820333,7314
NH3,NL10633,DEHM_noBD,7.836888549873028,-2.676109876793105,0.37925178638123486,6739
NH3,NL10633,DEHM_BD,8.111400397136315,-3.5107309842469916,0.3944891329476787,6739
NH3,NL10633,EMEP_noBD,7.797172835327913,-2.5491908809999737,0.3970833025428638,6739
NH3,NL10633,EMEP_BD,7.670202273254536,-2.7596746916543733,0.44596515883616666,6739
NH3,NL10633,MATCH_noBD,7.755771769133888,-3.9550854183129283,0.549803821869819,6739
NH3,NL10633,MATCH_BD,8.808173187270105,-5.296938370061258,0.5154086465823259,6739
NH3,NL10738,DEHM_noBD,16.71587794087393,-8.136343510219012,0.3367577768986161,8160
NH3,NL10738,DEHM_BD,17.168689779070615,-9.00497139406834,0.35947800295743987,8160
NH3,NL10738,EMEP_noBD,15.60884015081613,-4.712277373125721,0.25339198856264755,8160
NH3,NL10738,EMEP_BD,15.613089525392988,-4.745591221164935,0.25738570328114063,8160
NH3,NL10738,MATCH_noBD,17.336995126975076,-9.053388192917875,0.2933309828695698,8160
NH3,NL10738,MATCH_BD,18.97239286786812,-11.28335985417376,0.12535269946725905,8160
NH3,NO0002R,DEHM_noBD,0.12368948380485208,-0.0470200670832489,0.8061560018691605,364
NH3,NO0002R,DEHM_BD,0.1675246394463291,-0.09815538554844278,0.7294713529209883,364
NH3,NO0002R,EMEP_noBD,0.12432347875945594,-0.03401460050366305,0.8361880986316879,364
NH3,NO0002R,EMEP_BD,0.12173383413417299,-0.06822819368131872,0.8544244055102227,364
NH3,NO0002R,MATCH_noBD,0.18392538747241868,-0.10589797448901099,0.6470246320150824,364
NH3,NO0002R,MATCH_BD,0.1968260004027842,-0.13571038922939563,0.732380563796158,364
NH3,SE0014R,DEHM_noBD,0.2708009367325308,-0.0564137216526066,0.5475121910061898,360
NH3,SE0014R,DEHM_BD,0.3333778869831352,-0.17441357359341497,0.4259817385293403,360
NH3,SE0014R,EMEP_noBD,0.3070295063618578,0.08813107336956519,0.6664327809681183,360
NH3,SE0014R,EMEP_BD,0.26167518623722397,-0.11308105122785833,0.6597797822749932,360
NH3,SE0014R,MATCH_noBD,0.3587968179221141,-0.1422757142758454,0.4802590483589084,360
NH3,SE0014R,MATCH_BD,0.38705635316184434,-0.26128796360881645,0.41595488201910263,360
NH3,SE0020R,DEHM_noBD,0.488682159808813,0.2840155581868785,0.4880736775782577,365
