Time,Case,DK-09,DK-10,DK-11,NL10131,NL10444,NL10633,NL10738,NO0001R,SE0014R,SE0020R,SE0022R
2011-01-01 00:00:00,DEHM_noBD,70.14495662841797,70.64330972167969,74.74583590576172,1.2230139904403687,22.867085764160155,23.69645844543457,14.402927754821777,72.86900143798827,75.18448839111328,67.77457024658203,73.18633688964843
2011-01-01 01:00:00,DEHM_noBD,72.96433470703126,73.57666732910158,79.56901986328126,6.895928254394531,23.677226581420896,21.963479018554686,21.854188201904297,72.55002939697266,76.33155913330079,70.59566247802734,71.47848996826171
2011-01-01 02:00:00,DEHM_noBD,74.49167590576172,70.65423065917969,75.38155391601562,9.817802589111327,19.140721111450194,18.780964255371092,22.51596947937012,71.99515579833984,73.44097778320312,73.09486628173828,69.64690603271484
2011-01-01 03:00:00,DEHM_noBD,75.93816493652344,68.12407127197265,73.13903868164063,10.560850999145508,15.037578297729493,13.998687275390626,20.473337263183595,71.18612995605469,71.30498822753906,73.45833648925782,67.91416899169921
2011-01-01 04:00:00,DEHM_noBD,72.85941459228516,67.66220403808593,72.78204502441406,9.639992197265626,28.961469173583986,9.768591471862793,15.871253812866211,69.38315143066406,70.68077288085938,73.63338174316407,67.37340418945313
2011-01-01 05:00:00,DEHM_noBD,71.68924544677735,70.00366699951172,71.8991787524414,7.685306298522949,38.07383969970703,9.113957668762207,10.136214234008788,65.67491917968749,70.67863212890624,72.40963174804688,67.08593067626953
2011-01-01 06:00:00,DEHM_noBD,71.34186966064453,70.46638743164063,70.39617697265625,3.559426236419678,36.98163736083984,15.019094921264648,10.11727517211914,62.29866636474609,70.9144328540039,71.19121036376953,66.46242891357421
2011-01-01 07:00:00,DEHM_noBD,70.86237224853515,69.34594423095703,68.75781916992187,2.8943140924072264,38.209909306640625,17.832165150146484,16.244461145324706,60.424135532226565,70.95653430908203,70.25377042968749,66.13691051513672
2011-01-01 08:00:00,DEHM_noBD,70.15377559570312,67.20103487548828,66.90760448730468,7.159834589996338,44.85415959228516,19.59782400878906,23.079140430908204,59.51484338378906,70.79465157714844,69.47887251708984,65.9749269506836
2011-01-01 09:00:00,DEHM_noBD,68.829705,64.21411580932617,64.22497857421875,13.247723512573241,50.593116126708985,28.579550493164064,26.55615014099121,59.0634084375,70.23793196777343,69.14375951660158,65.67688153564453
2011-01-01 10:00:00,DEHM_noBD,66.93416997802734,61.77209567871094,61.10750854248047,17.77827404663086,53.07200217773438,35.230700050048824,31.45091549194336,59.09192077148438,69.58092278320312,69.13167512695313,65.19110923828124
2011-01-01 11:00:00,DEHM_noBD,64.80683262817384,60.263579135742184,59.72406310546875,21.392088277587895,53.544189232177736,41.91406171875,41.27379848876953,59.525488970947265,68.83266016845702,68.90993666015625,64.49139360351562
2011-01-01 12:00:00,DEHM_noBD,63.05306812866211,59.36838414916993,59.126258122558596,31.585344631347656,55.53168351196289,50.38039053588867,51.23816890136719,59.54286706787109,68.17843551269532,68.29720070800781,63.78944026245117
2011-01-01 13:00:00,DEHM_noBD,61.76226838623047,58.73526451538087,59.198136196289056,42.97257436157227,54.33529403320313,56.175727961425785,55.98635285522461,59.18253818115234,66.58565400878906,67.21811435302735,62.98534357910157
2011-01-01 14:00:00,DEHM_noBD,60.26303619140625,58.003247570800774,60.166915653076174,51.351671414794914,50.19405203979491,53.71541448486328,55.75270063842773,58.838373522949226,63.960975769042975,65.63882113769532,61.807022512207034
2011-01-01 15:00:00,DEHM_noBD,58.93812015380859,57.30297735717773,60.7682187487793,54.13928724975586,45.701214807128906,46.85350169311524,52.29176401977539,58.486134506835946,60.725826430664064,63.46340994506835,60.32379166259766
2011-01-01 16:00:00,DEHM_noBD,58.01681342285157,56.890436616210934,60.82266830932617,53.00417291748047,43.89523069702148,44.620460837402334,50.36313654052734,58.15657505126953,57.388083881835946,61.09349282226562,58.858594321289054
2011-01-01 17:00:00,DEHM_noBD,57.25630741333007,56.69130790283203,60.946238562011715,51.306385979003906,45.9517332019043,45.310124245605465,50.9344535961914,57.979063278808596,54.90555622558595,59.178504880371094,57.51261204345703
2011-01-01 18:00:00,DEHM_noBD,56.83770508666993,56.702027175292976,60.789188034667966,51.738406787109376,48.33194299804688,49.410486408691405,54.42157564453125,57.8759077331543,53.89542380126953,57.46474762207031,56.193203012695314
2011-01-01 19:00:00,DEHM_noBD,56.88516617797851,56.80528743164062,60.45965572631835,54.200213360595704,50.295276254882815,52.69370958984374,58.20298127929687,58.09114250244141,54.354905958251955,55.875142342529294,55.192168784179685
2011-01-01 20:00:00,DEHM_noBD,57.17663033203125,56.962062608642576,60.10538842529297,57.35364569824219,52.31372611816406,55.116757694091795,61.10611627807617,58.39772765625,55.08556554199219,54.64841778808594,54.419908029785155
2011-01-01 21:00:00,DEHM_noBD,57.31245561401368,57.055794191894535,59.86514331298828,59.90988192626953,55.193545535888674,56.2475711315918,63.71750789428711,58.48832955322266,55.19710957763671,53.922241373291016,53.717349693603516
2011-01-01 22:00:00,DEHM_noBD,57.126881118164064,56.96500614257812,59.72021595703125,61.585132796630866,57.26028641967773,58.08618231811524,64.97227552368163,58.66254487792969,54.75561051269531,53.762619616699226,52.949374321289056
2011-01-01 23:00:00,DEHM_noBD,56.48780073120117,56.732083022460934,59.508254366455084,63.24082215820312,59.28569372680665,60.23724633544923,66.64463327636719,58.97163533203125,53.988949841308596,54.7184886328125,52.09183640258789
