Time,Case,DK-09,DK-10,DK-11,NL10131,NL10444,NL10633,NL10738,NO0001R,SE0014R,SE0020R,SE0022R
2018-01-01 00:00:00,MATCH_noBD,0.0926,0.0238,0.0256,0.0759,0.0461,0.0501,0.064,0.0494,0.1532,0.3038,0.2175
2018-01-01 01:00:00,MATCH_noBD,0.0446,0.024,0.0245,0.0862,0.0446,0.0453,0.0693,0.0457,0.0367,0.2138,0.2268
2018-01-01 02:00:00,MATCH_noBD,0.0198,0.0374,0.0249,0.0919,0.0521,0.0483,0.0656,0.0414,0.0265,0.1222,0.24
2018-01-01 03:00:00,MATCH_noBD,0.0197,0.0556,0.0279,0.0769,0.0605,0.0585,0.0483,0.037,0.0205,0.0798,0.2556
2018-01-01 04:00:00,MATCH_noBD,0.0237,0.071,0.0328,0.0538,0.0617,0.0615,0.0514,0.0328,0.0179,0.0701,0.2747
2018-01-01 05:00:00,MATCH_noBD,0.0356,0.0771,0.0349,0.0429,0.0577,0.0591,0.0748,0.0295,0.0182,0.0766,0.3003
2018-01-01 06:00:00,MATCH_noBD,0.1184,0.0624,0.0325,0.0466,0.0554,0.0567,0.0923,0.0256,0.0208,0.0792,0.3209
2018-01-01 07:00:00,MATCH_noBD,0.3157,0.0284,0.0321,0.0531,0.0557,0.0576,0.1094,0.029,0.0255,0.0798,0.3317
2018-01-01 08:00:00,MATCH_noBD,0.4176,0.028,0.0418,0.0504,0.0535,0.0558,0.1037,0.0507,0.0557,0.1497,0.3305
2018-01-01 09:00:00,MATCH_noBD,0.3584,0.0286,0.0368,0.0457,0.0542,0.0554,0.0688,0.0639,0.0972,0.2533,0.2992
2018-01-01 10:00:00,MATCH_noBD,0.2652,0.0359,0.0332,0.0405,0.0502,0.0511,0.0479,0.0495,0.0513,0.2916,0.257
2018-01-01 11:00:00,MATCH_noBD,0.1391,0.036,0.0271,0.0287,0.0366,0.0381,0.0384,0.0318,0.0297,0.265,0.2234
2018-01-01 12:00:00,MATCH_noBD,0.0461,0.0289,0.0223,0.0174,0.0261,0.0262,0.0269,0.0256,0.0282,0.2109,0.2028
2018-01-01 13:00:00,MATCH_noBD,0.0339,0.025,0.0266,0.0122,0.0238,0.0211,0.0176,0.021,0.027,0.0785,0.1967
2018-01-01 14:00:00,MATCH_noBD,0.0443,0.0238,0.0333,0.0103,0.0292,0.0203,0.0124,0.0172,0.029,0.0368,0.2045
2018-01-01 15:00:00,MATCH_noBD,0.0449,0.0279,0.0383,0.0095,0.0337,0.0203,0.0096,0.0164,0.0323,0.0385,0.2153
2018-01-01 16:00:00,MATCH_noBD,0.0412,0.0345,0.04,0.0093,0.0411,0.0215,0.0087,0.0186,0.0316,0.045,0.1969
