Time,Case,DK-09,DK-10,DK-11,NL10131,NL10444,NL10633,NL10738,NO0001R,SE0014R,SE0020R,SE0022R
2018-01-01 00:00:00,EMEP_noBD,0.0859,0.2056,0.1936,1.527,0.1175,0.6432,1.4935,0.0205,0.0618,0.0436,0.0247
2018-01-01 01:00:00,EMEP_noBD,0.1122,0.2689,0.2435,1.7265,0.0962,0.6702,1.6926,0.0194,0.0466,0.0556,0.0263
2018-01-01 02:00:00,EMEP_noBD,0.1198,0.2872,0.2351,1.7642,0.0895,0.6436,1.6881,0.0133,0.0311,0.0445,0.0288
2018-01-01 03:00:00,EMEP_noBD,0.146,0.2974,0.2589,1.8253,0.1017,0.6965,1.692,0.009,0.0287,0.0385,0.0305
2018-01-01 04:00:00,EMEP_noBD,0.1744,0.3339,0.2691,2.0243,0.1239,0.7848,1.865,0.0069,0.02,0.0364,0.0337
2018-01-01 05:00:00,EMEP_noBD,0.2309,0.4037,0.3011,2.3717,0.1788,0.9598,2.2426,0.0029,0.0188,0.0535,0.043
2018-01-01 06:00:00,EMEP_noBD,0.3337,0.5583,0.3579,2.8763,0.2412,1.2046,2.936,0.0021,0.0223,0.0723,0.0606
2018-01-01 07:00:00,EMEP_noBD,0.3938,0.6665,0.4349,3.5122,0.315,1.463,3.8099,0.0021,0.0262,0.1158,0.0815
2018-01-01 08:00:00,EMEP_noBD,0.3907,0.7608,0.5283,4.3136,0.3399,1.6977,4.8801,0.0016,0.0385,0.1572,0.0882
2018-01-01 09:00:00,EMEP_noBD,0.3876,0.7873,0.5177,4.7073,0.3055,1.9604,5.4033,0.0015,0.0595,0.1719,0.0774
2018-01-01 10:00:00,EMEP_noBD,0.3619,0.8024,0.5176,5.0347,0.3089,2.5801,5.7592,0.0017,0.0947,0.1817,0.0499
2018-01-01 11:00:00,EMEP_noBD,0.3645,0.7967,0.5078,5.1826,0.49,2.9341,5.7985,0.0016,0.1357,0.1897,0.0197
2018-01-01 12:00:00,EMEP_noBD,0.4086,0.835,0.56,5.5722,0.8179,3.1947,6.1683,0.0016,0.1766,0.2081,0.0242
2018-01-01 13:00:00,EMEP_noBD,0.472,0.8254,0.5637,5.7905,1.0822,3.2589,6.3765,0.0011,0.2179,0.2342,0.0562
2018-01-01 14:00:00,EMEP_noBD,0.5597,0.7577,0.5307,5.9365,1.2498,3.2752,6.3124,0.002,0.2221,0.2437,0.0892
2018-01-01 15:00:00,EMEP_noBD,0.5793,0.7229,0.504,4.2094,1.145,2.7548,5.2825,0.0037,0.1995,0.2839,0.0988
2018-01-01 16:00:00,EMEP_noBD,0.5857,0.702,0.4456,2.8312,0.9724,2.4949,4.4367,0.0005,0.1832,0.2435,0.0951
2018-01-01 17:00:00,EMEP_noBD,0.5215,0.6466,0.391,2.2377,0.7335,2.3132,3.6431,0.0002,0.1856,0.2363,0.0764
2018-01-01 18:00:00,EMEP_noBD,0.4411,0.575,0.3356,2.3151,0.5214,2.8257,3.771,0.0006,0.1884,0.2104,0.0646
2018-01-01 19:00:00,EMEP_noBD,0.3539,0.4964,0.2808,2.4636,0.2018,2.4565,4.308,0.0152,0.1347,0.1674,0.0423
2018-01-01 20:00:00,EMEP_noBD,0.2779,0.4193,0.2261,2.7467,0.1343,2.193,5.0792,0.0492,0.1027,0.1242,0.0292
2018-01-01 21:00:00,EMEP_noBD,0.2361,0.3919,0.2192,3.309,0.1544,1.4741,5.0178,0.0401,0.089,0.0911,0.0272
2018-01-01 22:00:00,EMEP_noBD,0.1738,0.3657,0.2177,2.7161,0.1489,1.032,4.2125,0.0309,0.0925,0.0654,0.0165
2018-01-01 23:00:00,EMEP_noBD,0.138,0.3553,0.1937,2.1975,0.1358,0.8801,3.4688,0.03,0.0875,0.05,0.0151
2018-01-02 00:00:00,EMEP_noBD,0.112,0.352,0.1985,2.1191,0.1392,0.7937,2.9685,0.0289,0.0743,0.0354,0.0168
2018-01-02 01:00:00,EMEP_noBD,0.0917,0.3429,0.2376,2.0944,0.1222,0.8297,2.9616,0.0215,0.0635,0.0367,0.021
2018-01-02 02:00:00,EMEP_noBD,0.0732,0.3695,0.2855,2.1165,0.0847,0.8512,2.9823,0.019,0.0578,0.0604,0.0216
