Time,Case,DK-09,DK-10,DK-11,NL10131,NL10444,NL10633,NL10738,NO0001R,SE0014R,SE0020R,SE0022R
2013-01-01 00:00:00,DEHM_noBD,1.3344754345391434,0.21071030894919285,0.2983201980188302,0.33219208921367294,0.10242341871734686,0.16083337506524736,0.2883418423431389,0.04552350914759548,0.19729966635307283,1.850223390341196,0.11502828606879328
2013-01-01 01:00:00,DEHM_noBD,1.0157196890314388,0.31483823374138664,0.3197634109003095,0.22778080020937358,0.1400220668216049,0.16465586175198657,0.2188038315248605,0.04863739431646638,0.200365678193271,1.5949927110469715,0.11158181898107744
2013-01-01 02:00:00,DEHM_noBD,0.6696713216181656,0.4133230444800293,0.2851517263254366,0.15853892559612337,0.20959593018405126,0.2201425416152178,0.18733559470512776,0.05368520588392602,0.21586945387165973,1.249626913914755,0.11933028856415293
2013-01-01 03:00:00,DEHM_noBD,0.4294210989523306,0.5082870244047254,0.18295237226931138,0.1131050448100687,0.28735531235977996,0.3150540427787275,0.21554562868830845,0.05893568440823797,0.27406425232300535,0.8840030787187815,0.13823539339352384
2013-01-01 04:00:00,DEHM_noBD,0.328197352609271,0.5605046121779073,0.12756300040499877,0.09534253448697852,0.41546971526004356,0.44084690581643476,0.2928440735125005,0.06260907984180832,0.36652476426059366,0.5953858648364245,0.16627634760646134
2013-01-01 05:00:00,DEHM_noBD,0.3307116207896404,0.48856473115790866,0.11675837178702043,0.10149300468025219,0.6477187533651104,0.6249874245121492,0.40886269536224534,0.06469295882556955,0.46760503780866025,0.44826347527474153,0.20002542887851582
2013-01-01 06:00:00,DEHM_noBD,0.39412083166642103,0.40161031032125916,0.12179927156174795,0.1342968817823958,0.9660845250019243,0.859406929170345,0.5939000124838185,0.06505187569000627,0.5241943311656545,0.42617470451060674,0.23017663721010073
2013-01-01 07:00:00,DEHM_noBD,0.48338401441378054,0.3559597385210589,0.132605678266902,0.23502197534333646,1.0352963788034208,1.1220380543395638,0.8964846715843956,0.06517660220044895,0.48532634759809345,0.46176514364532173,0.2507589203952065
2013-01-01 08:00:00,DEHM_noBD,0.5548472050697683,0.3393457702883238,0.13922468389252446,0.5196117942177328,1.0047622445967235,1.3196989648490363,1.2388121823029836,0.06372173797797355,0.403817573664172,0.5292721776244974,0.2499653445387816
2013-01-01 09:00:00,DEHM_noBD,0.6268083059250097,0.3026158740961783,0.13452540700330423,1.0094575174214533,0.8209125413480959,1.3249185033296504,1.4409572230455243,0.06180780722936512,0.3471155411639644,0.5546949546981509,0.22036749603414896
2013-01-01 10:00:00,DEHM_noBD,0.7036506615365808,0.23772151181485945,0.11112211061980247,1.2304822060160043,0.5869933107998034,1.0269972892124544,1.471496838202084,0.059706866444991714,0.263641046189207,0.5594219846381479,0.1821137351266386
2013-01-01 11:00:00,DEHM_noBD,0.7420372532312991,0.16839969173297512,0.0968191427107317,1.2034807442419941,0.34058690137602377,0.7101420187508488,1.2797232011333206,0.058067224470982594,0.21760701403166155,0.637069398421417,0.14570928056975346
2013-01-01 12:00:00,DEHM_noBD,0.7194617969988891,0.12942219430584562,0.10452689131327429,1.1838679579433005,0.20142974507073397,0.5096373797983542,1.0080175143957888,0.057433385722814444,0.21896055173650844,0.7542275635496013,0.11820027358316813
2013-01-01 13:00:00,DEHM_noBD,0.6708506541189412,0.1263143538070621,0.12971853271299147,1.0724168589074972,0.16180583151196581,0.40511024880776114,0.7679711503960387,0.0576574592274933,0.256261560187633,0.7673639309621694,0.09929668994059539
2013-01-01 14:00:00,DEHM_noBD,0.6142154721647919,0.11691371588965632,0.1509902793637336,0.9027394042073396,0.15121820877425354,0.35865341243212284,0.6223723227459975,0.057828552698776604,0.27346142070874563,0.7293787771065159,0.0887609214032766
2013-01-01 15:00:00,DEHM_noBD,0.4356149724120274,0.10878284898282453,0.15405378699752148,0.6800143434889545,0.14735326158452758,0.33931772040461416,0.5828193111293669,0.05850330093817517,0.29514374106139873,0.6849623301840574,0.08243155494571186
2013-01-01 16:00:00,DEHM_noBD,0.3310456536654195,0.14727664483281896,0.1376868074023257,0.5918210251216408,0.1499117966718132,0.35286244284048895,0.5679506404612676,0.05971419633418832,0.2916110820298175,0.596636935184514,0.0794311845898324
2013-01-01 17:00:00,DEHM_noBD,0.28387474151882797,0.1937400586865829,0.12441378454006613,0.6698006307116593,0.17881911995228364,0.3925999165449442,0.6519163638684372,0.06030956879987773,0.26726050203208795,0.4596973727089538,0.08047080980035458
2013-01-01 18:00:00,DEHM_noBD,0.2937125811820941,0.2187744741600839,0.11312416065765066,0.8599472829677534,0.2467328022085501,0.43826688488686094,0.7655147878131319,0.0586673534560569,0.2247996296179107,0.3850663968699797,0.08493298088171969
2013-01-01 19:00:00,DEHM_noBD,0.27418950387703245,0.20636031280322858,0.09422367256592018,1.0237747231345409,0.27092597120823325,0.4770626711874653,0.8071431452239685,0.0561377165134711,0.19423096227027464,0.3551719011470116,0.09034548232625221
2013-01-01 20:00:00,DEHM_noBD,0.26313607701698294,0.14475970511721734,0.07744789731499724,1.116975652957937,0.27014875012496464,0.4768710853605914,0.8012043911482685,0.05459471914817181,0.18803453685510885,0.34594173255527383,0.09597705973088264
2013-01-01 21:00:00,DEHM_noBD,0.259196336368129,0.11912117966772134,0.07102699567913529,1.2197597588211808,0.2529193676890711,0.48214738221424625,0.7673984293355284,0.05406338658739054,0.1854409981610113,0.33405507014214986,0.1028824486178321
