T2,RH,USTgrid,MOLgrid,H0,LE,HMIX,RAIN,dsnow,USTmod,MOL,PARsun,PARshade,Ra,Rb,Rinc,Rext,Gns,LAI,LAIsun,SAI,Fphen,Flight,Ft,Fvpd,X_tot,Vg,Rsur,NH3,SO2,NH3_ppb,SO2_ppb,Time
0.8700000000000045,0.999,0.118,132.1,-7.238,1.164,235.2,0.134,0.013,0.245,1000.0,0.0,0.0,67.5,31.3,34.5,6.2,0.1693,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.01,5.9,0.001,0.323,0.0013886600000000001,0.11914178000000002,2018-01-01 00:00:00
0.9800000000000182,0.992,0.095,25.0,-13.35,1.203,211.1,0.134,0.013,0.221,162.8,0.0,0.0,82.2,34.8,38.3,6.6,0.1598,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.008,6.3,0.003,0.345,0.00416598,0.1272567,2018-01-01 01:00:00
1.080000000000041,0.985,0.092,25.0,-19.462,1.244,187.1,0.003,0.013,0.195,75.9,0.0,0.0,104.1,39.2,43.2,7.0,0.1508,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.006,6.6,0.007,0.373,0.009720620000000001,0.13758478000000002,2018-01-01 02:00:00
1.2200000000000273,0.978,0.089,25.0,-18.312,1.126,174.7,0.003,0.013,0.171,43.8,0.0,0.0,136.8,44.9,49.5,7.5,0.142,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.005,7.0,0.011,0.388,0.015275259999999999,0.14311768000000002,2018-01-01 03:00:00
1.3700000000000045,0.975,0.083,25.0,-17.161,1.013,162.3,0.003,0.013,0.154,37.2,0.0,0.0,159.8,49.7,54.8,7.6,0.1386,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.004,7.2,0.011,0.403,0.015275259999999999,0.14865058,2018-01-01 04:00:00
1.5100000000000477,0.972,0.077,25.0,-16.012,0.898,150.0,0.005,0.013,0.138,31.3,0.0,0.0,189.5,55.4,61.0,7.8,0.1352,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.004,7.4,0.011,0.436,0.015275259999999999,0.16082296000000001,2018-01-01 05:00:00
1.6899999999999977,0.969,0.072,25.0,-13.069,0.827,150.0,0.005,0.013,0.123,26.0,0.0,0.0,229.2,62.2,68.5,8.0,0.1318,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.003,7.6,0.013,0.447,0.01805258,0.16488042,2018-01-01 06:00:00
1.8700000000000045,0.967,0.064,25.0,-10.123,0.756,150.0,0.005,0.013,0.11,25.0,0.0,0.0,262.7,70.0,77.1,8.2,0.1289,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.003,7.8,0.012,0.425,0.01666392,0.1567655,2018-01-01 07:00:00
2.0600000000000023,0.964,0.057,25.0,-7.178,0.684,150.0,0.139,0.013,0.098,25.0,0.0,0.0,292.6,78.0,85.9,8.3,0.1259,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.002,7.9,0.01,0.413,0.0138866,0.15233918,2018-01-01 08:00:00
2.0600000000000023,0.962,0.051,25.0,-2.991,1.344,184.5,0.139,0.013,0.088,25.0,19.4,1.7,325.9,86.8,95.6,8.5,0.123,2.0,0.1,2.0,1.0,0.1,0.01,1.0,0.0,0.002,8.1,0.011,0.412,0.015275259999999999,0.15197032,2018-01-01 09:00:00
