LC,LAI,SAI,T2,RH,VPD,PS,ZEN,RAIN,dsnow,PARdbh,PARdif,PARsun,PARshade,Hd,LE,UREF,USTmod,UST,LAIsunfrac,Fphen,Flight,Fsun,Ftemp,Fvpd,FSW,Fenv,gsto,gsun,FstO3,Ra,Rb,Gns,Gsto,Rsur,Vg3NH3,NH3_ppb,Time
9,2.006,2.506,1.71,1.0,0.0,982.2,110.4,0.7978,0.006104, 0.000E+00,0.0,0.0,0.0,-5.998,-1.66,0.6227,0.1573,0.1,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,233.8,68.35,0.05089,0.0,19.65,0.004885,0.2973,2018-01-01 17:00:00
9,2.006,2.506,1.481,1.0,0.0,982.0,117.9,0.2103,0.006104, 0.000E+00,0.0,0.0,0.0,-0.4895,0.0601,0.374,0.2397,0.1,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,169.9,68.35,0.05696,0.0,17.56,0.005085,0.1835,2018-01-01 18:00:00
9,2.006,2.506,1.185,1.0,0.0,982.3,125.3,0.2103,0.006358, 0.000E+00,0.0,0.0,0.0,-0.4895,0.0601,0.9503,0.2395,0.1,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,169.9,68.35,0.06358,0.0,15.73,0.005132,0.08051,2018-01-01 19:00:00
9,2.006,2.506,0.889,1.0,0.0,982.6,132.1,0.2103,0.006613, 0.000E+00,0.0,0.0,0.0,-0.4895,0.0601,1.532,0.2394,0.1,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,169.9,68.35,0.06149,0.0,16.26,0.005118,0.04941,2018-01-01 20:00:00
9,2.006,2.506,0.593,1.0,0.0,982.9,137.8,0.02919,0.006867, 0.000E+00,0.0,0.0,0.0,-4.936,2.117,2.116,0.2939,0.1198,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,147.5,57.06,0.05877,0.0,17.02,0.005986,0.05197,2018-01-01 21:00:00
9,2.006,2.506,0.613,0.998,0.001,983.5,141.6,0.02919,0.006867, 0.000E+00,0.0,0.0,0.0,-4.936,2.117,2.162,0.2938,0.1224,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,144.3,55.85,0.05883,0.0,17.0,0.006103,0.04036,2018-01-01 22:00:00
9,2.006,2.506,0.634,0.997,0.002,984.2,142.8,0.02919,0.006867, 0.000E+00,0.0,0.0,0.0,-4.936,2.117,2.209,0.2937,0.1251,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,141.2,54.65,0.0589,0.0,16.98,0.006223,0.03416,2018-01-01 23:00:00
9,2.016,2.516,0.654,0.995,0.003,984.8,141.0,0.008731,0.006867, 0.000E+00,0.0,0.0,0.0,-11.83,-0.8095,2.258,0.3082,0.1217,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,152.4,56.16,0.05898,0.0,16.96,0.006049,0.04659,2018-01-02 00:00:00
9,2.016,2.516,0.72,0.996,0.003,985.5,136.8,0.008731,0.005087, 0.000E+00,0.0,0.0,0.0,-11.83,-0.8095,2.248,0.3081,0.1212,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,153.1,56.41,0.0696,0.0,14.37,0.00612,0.05455,2018-01-02 01:00:00
9,2.016,2.516,0.786,0.996,0.002,986.1,130.8,0.008731,0.003306, 0.000E+00,0.0,0.0,0.0,-11.83,-0.8095,2.338,0.308,0.126,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,147.2,54.23,0.07845,0.0,12.75,0.00641,0.05333,2018-01-02 02:00:00
9,2.016,2.516,0.853,0.997,0.002,986.8,123.8,0.01955,0.001526, 0.000E+00,0.0,0.0,0.0,-13.21,2.362,2.518,0.356,0.1393,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,129.7,49.06,0.09107,0.0,10.98,0.00713,0.03558,2018-01-02 03:00:00
9,2.016,2.516,1.156,0.997,0.002,987.1,116.4,0.01955,0.001526, 0.000E+00,0.0,0.0,0.0,-13.21,2.362,2.616,0.3561,0.1448,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,124.8,47.22,0.09126,0.0,10.96,0.007387,0.03418,2018-01-02 04:00:00
