T2,RH,USTgrid,MOLgrid,H0,LE,HMIX,RAIN,dsnow,USTmod,MOL,PARsun,PARshade,Ra,Rb,Rinc,Rext,Gns,LAI,LAIsun,SAI,Fphen,Flight,Ft,Fvpd,X_tot,Vg,Rsur,NH3,SO2,NH3_ppb,SO2_ppb,Time
6.7900000000000205,0.968,0.097,25.0,-17.378,1.185,195.8,0.873,0.0,0.2,63.1,0.0,0.0,106.8,38.4,42.3,4.5,0.2266,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.006,4.4,0.246,0.149,0.34161036,0.05496014,2018-01-01 00:00:00
6.960000000000036,0.948,0.119,25.0,-19.372,1.515,241.6,0.873,0.0,0.258,109.7,0.0,0.0,74.2,29.7,32.7,5.4,0.1909,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.009,5.2,0.249,0.129,0.34577634,0.047582940000000004,2018-01-01 01:00:00
7.1200000000000045,0.928,0.145,25.0,-21.364,1.845,287.4,0.287,0.0,0.323,178.4,0.0,0.0,55.9,23.7,26.1,6.3,0.1615,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.012,6.2,0.202,0.117,0.28050932,0.04315662000000001,2018-01-01 02:00:00
7.1299999999999955,0.909,0.185,31.9,-22.513,1.976,310.1,0.287,0.0,0.397,284.2,0.0,0.0,43.8,19.3,21.3,7.5,0.1372,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.014,7.3,0.234,0.142,0.32494644,0.05237812,2018-01-01 03:00:00
7.1299999999999955,0.903,0.203,38.8,-23.661,2.105,332.7,0.287,0.0,0.423,322.3,0.0,0.0,40.8,18.1,20.0,7.8,0.1306,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.015,7.7,0.332,0.207,0.46103512,0.07635402,2018-01-01 04:00:00
7.1299999999999955,0.897,0.223,47.2,-24.808,2.232,355.3,0.01,0.0,0.45,366.0,0.0,0.0,38.1,17.0,18.8,8.2,0.1243,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.016,8.0,0.394,0.324,0.54713204,0.11951064000000002,2018-01-01 05:00:00
6.710000000000036,0.891,0.244,57.2,-20.235,2.393,365.1,0.01,0.0,0.479,416.0,0.0,0.0,35.6,16.0,17.6,8.6,0.1184,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.017,8.4,0.435,0.512,0.6040671,0.18885632000000002,2018-01-01 06:00:00
6.2900000000000205,0.887,0.251,73.5,-15.658,2.557,374.9,0.01,0.0,0.481,507.5,0.0,0.0,35.1,15.9,17.5,9.0,0.1143,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.017,8.8,0.391,0.561,0.54296606,0.20693046000000004,2018-01-01 07:00:00
5.8700000000000045,0.882,0.257,99.7,-11.084,2.716,384.7,0.214,0.0,0.484,652.6,0.1,0.0,34.7,15.8,17.5,9.3,0.1095,2.0,0.0,2.0,1.0,0.0,0.01,1.0,0.0,0.017,9.1,0.41,0.525,0.5693505999999999,0.19365150000000003,2018-01-01 08:00:00
5.970000000000027,0.875,0.263,148.3,-7.743,3.076,412.7,0.214,0.0,0.486,917.5,47.1,4.4,34.1,15.8,17.4,9.8,0.104,2.0,0.2,2.0,1.0,0.239,0.01,1.0,0.0,0.017,9.6,0.464,0.512,0.6443382400000001,0.18885632000000002,2018-01-01 09:00:00
6.080000000000041,0.86,0.295,295.0,-4.403,3.435,440.8,0.214,0.0,0.524,1000.0,75.1,7.4,31.6,14.6,16.1,11.1,0.0918,2.0,0.3,2.0,1.0,0.376,0.01,1.0,0.0,0.018,10.9,0.444,0.413,0.61656504,0.15233918,2018-01-01 10:00:00
6.180000000000007,0.846,0.328,706.5,-1.061,3.794,468.8,0.211,0.0,0.565,1000.0,84.2,8.4,29.4,13.6,15.0,12.6,0.0812,2.0,0.4,2.0,1.0,0.422,0.01,1.0,0.0,0.019,12.3,0.333,0.267,0.46242378,0.09848562000000001,2018-01-01 11:00:00
5.840000000000032,0.831,0.359,1000.0,-9.284,3.469,454.7,0.211,0.0,0.608,1000.0,90.2,9.0,27.3,12.6,13.9,14.2,0.0719,2.0,0.4,2.0,1.0,0.43,0.01,1.0,0.0,0.019,13.9,0.327,0.238,0.45409182000000003,0.08778868000000001,2018-01-01 12:00:00
5.5,0.832,0.346,393.8,-17.507,3.144,440.6,0.211,0.0,0.596,1000.0,71.3,6.9,27.9,12.9,14.2,14.1,0.0726,2.0,0.3,2.0,1.0,0.344,0.01,1.0,0.0,0.019,13.8,0.367,0.204,0.50963822,0.07524744,2018-01-01 13:00:00
5.160000000000025,0.833,0.329,182.1,-25.73,2.82,426.5,0.006,0.0,0.584,1000.0,23.0,2.1,28.4,13.1,14.5,14.0,0.0731,2.0,0.1,2.0,1.0,0.116,0.01,1.0,0.0,0.019,13.7,0.41,0.281,0.5693505999999999,0.10364966000000002,2018-01-01 14:00:00
5.07000000000005,0.833,0.311,107.3,31.601,2.297,374.1,0.006,0.0,0.567,641.7,23.0,2.1,29.5,13.5,14.9,14.0,0.0733,2.0,0.1,2.0,1.0,0.0,0.01,1.0,0.0,0.018,13.6,0.458,0.282,0.63600628,0.10401851999999999,2018-01-01 15:00:00
4.990000000000009,0.845,0.262,54.9,24.932,1.776,321.7,0.006,0.0,0.511,389.4,23.0,2.1,33.4,15.0,16.5,12.7,0.0805,2.0,0.1,2.0,1.0,0.0,0.01,1.0,0.0,0.017,12.4,0.475,0.224,0.6596135,0.08262464000000001,2018-01-01 16:00:00
4.900000000000034,0.856,0.213,28.1,18.262,1.253,269.3,0.005,0.0,0.456,239.8,23.0,2.1,38.5,16.8,18.5,11.5,0.0886,2.0,0.1,2.0,1.0,0.0,0.01,1.0,0.0,0.015,11.3,0.521,0.244,0.72349186,0.09000184,2018-01-01 17:00:00
