LC,LAI,SAI,T2,RH,VPD,PS,ZEN,RAIN,dsnow,PARdbh,PARdif,PARsun,PARshade,Hd,LE,UREF,USTmod,UST,LAIsunfrac,Fphen,Flight,Fsun,Ftemp,Fvpd,FSW,Fenv,gsto,gsun,FstO3,Ra,Rb,Gns,Gsto,Rsur,Vg3NH3,NH3_ppb,Time
9,2.027,2.527,-4.229,0.888,0.05,1023.0,136.7,0.0001072,0.02696, 0.000E+00,0.0,0.0,0.0,-38.16,0.8315,3.738,0.4992,0.2067,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,87.52,33.08,0.001429,0.0,700.0,0.00353,0.1893,2019-01-03 01:00:00
9,2.027,2.527,-4.337,0.887,0.05,1024.0,130.8,0.0001072,0.02569, 0.000E+00,0.0,0.0,0.0,-38.16,0.8315,3.636,0.499,0.201,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90.0,34.01,0.001429,0.0,700.0,0.0035,0.1788,2019-01-03 02:00:00
9,2.027,2.527,-4.444,0.887,0.05,1025.0,123.8,0.001474,0.02442, 0.000E+00,0.0,0.0,0.0,-26.19,0.9929,3.536,0.4403,0.1955,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,92.51,34.96,0.001429,0.0,700.0,0.003469,0.1781,2019-01-03 03:00:00
9,2.027,2.527,-4.597,0.888,0.049,1025.0,116.3,0.001474,0.02442, 0.000E+00,0.0,0.0,0.0,-26.19,0.9929,3.453,0.4401,0.1909,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,94.75,35.81,0.001429,0.0,700.0,0.003443,0.1855,2019-01-03 04:00:00
9,2.027,2.527,-4.749,0.89,0.047,1026.0,108.9,0.001474,0.02442, 0.000E+00,0.0,0.0,0.0,-26.19,0.9929,3.37,0.4398,0.1863,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,97.11,36.69,0.001429,0.0,700.0,0.003415,0.1962,2019-01-03 05:00:00
9,2.027,2.527,-4.902,0.891,0.046,1026.0,101.8,0.0001072,0.02442, 0.000E+00,0.0,0.0,0.0,-27.57,-2.003,3.287,0.3853,0.1748,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,107.5,39.09,0.001429,0.0,700.0,0.003339,0.2358,2019-01-03 06:00:00
9,2.027,2.527,-5.24,0.885,0.047,1027.0,95.47,0.0001072,0.02442, 0.000E+00,0.0,0.0,0.0,-27.57,-2.003,3.157,0.3849,0.1679,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,112.0,40.71,0.001429,0.0,700.0,0.003292,0.2642,2019-01-03 07:00:00
9,2.027,2.527,-5.578,0.88,0.049,1027.0,90.1,0.0001072,0.02442, 0.000E+00,0.0,0.0,0.0,-27.57,-2.003,3.047,0.3846,0.162,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,116.1,42.19,0.001429,0.0,700.0,0.00325,0.2526,2019-01-03 08:00:00
9,2.027,2.527,-5.916,0.874,0.05,1028.0,86.03,0.0001072,0.02442, 7.209E-01,10.9,10.05,4.841,5.943,1.534,2.959,0.3267,0.1805,0.0683,1.0,0.1913,0.3385,0.01,1.0,1.0,0.001913,1.148e-05,2.031e-05,0.0,88.58,37.87,0.001429,3.191e-05,684.7,0.003407,0.2187,2019-01-03 09:00:00
9,2.027,2.527,-5.392,0.831,0.069,1028.0,83.53,0.0001072,0.02442, 3.338E+00,20.28,23.94,9.12,5.943,1.534,2.517,0.3271,0.1535,0.1111,1.0,0.3476,0.6264,0.01,1.0,1.0,0.003476,2.09e-05,3.765e-05,0.0,104.1,44.52,0.001429,5.808e-05,672.7,0.003228,0.2424,2019-01-03 10:00:00
